gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('ragione_ragione_NOUN', 'per_per_ADP', 'cui_cui_PRON')	202	ragione per cui	ragione	per	cui	ragione	per	cui	NOUN	ADP	PRON
('lui_lui_PRON', 'mi_mi_PRON', 'ha_avere_AUX')	202	lui mi ha	lui	mi	ha	lui	mi	avere	PRON	PRON	AUX
('a_a_ADP', 'lui_lui_PRON', 'piace_piacere_VERB')	202	a lui piace	a	lui	piace	a	lui	piacere	ADP	PRON	VERB
"(""l'_lo_PRON"", 'ho_avere_AUX', 'visto_vedere_VERB')"	201	l'ho visto	l'	ho	visto	lo	avere	vedere	PRON	AUX	VERB
('ha_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	200	ha mai visto	ha	mai	visto	avere	mai	vedere	AUX	ADV	VERB
('la_il_DET', 'prima_primo_ADJ', 'volta_volta_NOUN')	200	la prima volta	la	prima	volta	il	primo	volta	DET	ADJ	NOUN
('è_essere_AUX', 'probabile_probabile_ADJ', 'che_che_SCONJ')	200	è probabile che	è	probabile	che	essere	probabile	che	AUX	ADJ	SCONJ
('la_il_DET', 'ragione_ragione_NOUN', 'per_per_ADP')	200	la ragione per	la	ragione	per	il	ragione	per	DET	NOUN	ADP
('che_che_PRON', 'ha_avere_AUX', 'detto_dire_VERB')	200	che ha detto	che	ha	detto	che	avere	dire	PRON	AUX	VERB
('per_per_ADP', 'tutto_tutto_DET', 'il_il_DET')	200	per tutto il	per	tutto	il	per	tutto	il	ADP	DET	DET
('a_a_ADP', 'voi_voi_PRON', 'piace_piacere_VERB')	200	a voi piace	a	voi	piace	a	voi	piacere	ADP	PRON	VERB
('sono_essere_AUX', 'andato_andare_VERB', 'a_a_ADP')	199	sono a	sono	andato	a	essere	andare	a	AUX	VERB	ADP
('ha_avere_AUX', 'fatto_fare_VERB', 'un_uno_DET')	198	ha fatto un	ha	fatto	un	avere	fare	uno	AUX	VERB	DET
('detto_dire_VERB', 'che_che_SCONJ', 'voleva_volere_AUX')	198	detto che voleva	detto	che	voleva	dire	che	volere	VERB	SCONJ	AUX
('me_me_PRON', 'piace_piacere_VERB', 'il_il_DET')	197	me piace il	me	piace	il	me	piacere	il	PRON	VERB	DET
"('che_che_DET', ""cos'_cos'_PRON"", 'è_essere_AUX')"	197	che cos'è	che	cos'	è	che	cos'	essere	DET	PRON	AUX
('non_non_ADV', 'ha_avere_AUX', 'ancora_ancora_ADV')	196	non ha ancora	non	ha	ancora	non	avere	ancora	ADV	AUX	ADV
('i_il_DET', 'suoi_suo_DET', 'amici_amico_NOUN')	196	i suoi amici	i	suoi	amici	il	suo	amico	DET	DET	NOUN
('che_che_PRON', 'ha_avere_AUX', 'fatto_fare_VERB')	195	che ha fatto	che	ha	fatto	che	avere	fare	PRON	AUX	VERB
('il_il_DET', 'suo_suo_DET', 'libro_libro_NOUN')	194	il suo libro	il	suo	libro	il	suo	libro	DET	DET	NOUN
('dice_dire_VERB', 'di_di_ADP', 'non_non_ADV')	194	dice di non	dice	di	non	dire	di	non	VERB	ADP	ADV
('ha_avere_AUX', 'perso_perdere_VERB', 'il_il_DET')	192	ha perso il	ha	perso	il	avere	perdere	il	AUX	VERB	DET
"('un_uno_DET', ""po'_poco_PRON"", ""d'_di_ADP"")"	191	un po' d'	un	po'	d'	uno	poco	di	DET	PRON	ADP
('per_per_ADP', 'tutta_tutto_DET', 'la_il_DET')	191	per tutta la	per	tutta	la	per	tutto	il	ADP	DET	DET
('la_il_DET', 'settimana_settimana_NOUN', 'scorsa_scorso_ADJ')	191	la settimana scorsa	la	settimana	scorsa	il	settimana	scorso	DET	NOUN	ADJ
('non_non_ADV', 'mi_mi_PRON', 'sono_essere_AUX')	190	non mi sono	non	mi	sono	non	mi	essere	ADV	PRON	AUX
('è_essere_AUX', 'a_a_ADP', 'casa_casa_NOUN')	190	è a casa	è	a	casa	essere	a	casa	AUX	ADP	NOUN
('non_non_ADV', 'è_essere_AUX', 'più_più_ADV')	189	non è più	non	è	più	non	essere	più	ADV	AUX	ADV
('la_il_DET', 'sua_suo_DET', 'vita_vita_NOUN')	188	la sua vita	la	sua	vita	il	suo	vita	DET	DET	NOUN
('perso_perdere_VERB', 'il_il_DET', 'suo_suo_DET')	187	perso il suo	perso	il	suo	perdere	il	suo	VERB	DET	DET
('sono_essere_AUX', 'andata_andare_VERB', 'a_a_ADP')	186	sono a	sono	andata	a	essere	andare	a	AUX	VERB	ADP
('a_a_ADP', 'me_me_PRON', 'piacerebbe_piacere_VERB')	186	a me piacerebbe	a	me	piacerebbe	a	me	piacere	ADP	PRON	VERB
('quello_quello_PRON', 'che_che_PRON', 'ho_avere_AUX')	186	quello che ho	quello	che	ho	quello	che	avere	PRON	PRON	AUX
('non_non_ADV', 'piace_piacere_VERB', 'il_il_DET')	186	non piace il	non	piace	il	non	piacere	il	ADV	VERB	DET
('dice_dire_VERB', 'di_di_ADP', 'essere_essere_AUX')	186	dice di essere	dice	di	essere	dire	di	essere	VERB	ADP	AUX
('detto_dire_VERB', 'che_che_SCONJ', 'lo_lo_PRON')	185	detto che lo	detto	che	lo	dire	che	lo	VERB	SCONJ	PRON
('parlare_parlare_VERB', 'in_in_ADP', 'francese_francese_NOUN')	185	parlare in francese	parlare	in	francese	parlare	in	francese	VERB	ADP	NOUN
('io_io_PRON', 'non_non_ADV', 'voglio_volere_VERB')	184	io non voglio	io	non	voglio	io	non	volere	PRON	ADV	VERB
('un_uno_DET', 'paio_paio_NOUN', 'di_di_ADP')	183	un paio di	un	paio	di	uno	paio	di	DET	NOUN	ADP
('i_il_DET', 'suoi_suo_DET', 'figli_figlio_NOUN')	183	i suoi figli	i	suoi	figli	il	suo	figlio	DET	DET	NOUN
('su_su_ADP', 'di_di_ADP', 'lei_lei_PRON')	182	su di lei	su	di	lei	su	di	lei	ADP	ADP	PRON
('è_essere_AUX', 'stato_essere_AUX', 'un_uno_DET')	180	è stato un	è	stato	un	essere	essere	uno	AUX	AUX	DET
('il_il_DET', 'suo_suo_DET', 'telefono_telefono_NOUN')	179	il suo telefono	il	suo	telefono	il	suo	telefono	DET	DET	NOUN
('ho_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	179	ho mai visto	ho	mai	visto	avere	mai	vedere	AUX	ADV	VERB
('quasi_quasi_ADV', 'ogni_ogni_DET', 'giorno_giorno_NOUN')	179	quasi ogni giorno	quasi	ogni	giorno	quasi	ogni	giorno	ADV	DET	NOUN
('disse_dire_VERB', 'che_che_SCONJ', 'voleva_volere_AUX')	179	disse che voleva	disse	che	voleva	dire	che	volere	VERB	SCONJ	AUX
('la_il_DET', 'sua_suo_DET', 'automobile_automobile_NOUN')	179	la sua automobile	la	sua	automobile	il	suo	automobile	DET	DET	NOUN
('è_essere_AUX', 'la_il_DET', 'ragione_ragione_NOUN')	178	è la ragione	è	la	ragione	essere	il	ragione	AUX	DET	NOUN
('detto_dire_VERB', 'che_che_SCONJ', 'sono_essere_AUX')	178	detto che sono	detto	che	sono	dire	che	essere	VERB	SCONJ	AUX
('un_uno_DET', 'bicchiere_bicchiere_NOUN', 'di_di_ADP')	177	un bicchiere di	un	bicchiere	di	uno	bicchiere	di	DET	NOUN	ADP
('hai_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	177	hai mai visto	hai	mai	visto	avere	mai	vedere	AUX	ADV	VERB
('gli_gli_PRON', 'ho_avere_AUX', 'detto_dire_VERB')	177	gli ho detto	gli	ho	detto	gli	avere	dire	PRON	AUX	VERB
('è_essere_AUX', 'ciò_ciò_PRON', 'che_che_PRON')	177	è ciò che	è	ciò	che	essere	ciò	che	AUX	PRON	PRON
('è_essere_AUX', 'vero_vero_ADJ', 'che_che_SCONJ')	177	è vero che	è	vero	che	essere	vero	che	AUX	ADJ	SCONJ
('perché_perché_PRON', 'non_non_ADV', 'lo_lo_PRON')	176	perché non lo	perché	non	lo	perché	non	lo	PRON	ADV	PRON
('su_su_ADP', 'di_di_ADP', 'lui_lui_PRON')	175	su di lui	su	di	lui	su	di	lui	ADP	ADP	PRON
('una_uno_DET', 'bottiglia_bottiglia_NOUN', 'di_di_ADP')	174	una bottiglia di	una	bottiglia	di	uno	bottiglia	di	DET	NOUN	ADP
('andare_andare_VERB', 'a_a_ADP', 'letto_letto_NOUN')	174	andare a letto	andare	a	letto	andare	a	letto	VERB	ADP	NOUN
('la_il_DET', 'mia_mio_DET', 'famiglia_famiglia_NOUN')	174	la mia famiglia	la	mia	famiglia	il	mio	famiglia	DET	DET	NOUN
('detto_dire_VERB', 'che_che_SCONJ', 'aveva_avere_VERB')	174	detto che aveva	detto	che	aveva	dire	che	avere	VERB	SCONJ	VERB
"(""l'_lo_PRON"", 'ho_avere_AUX', 'mai_mai_ADV')"	173	l'ho mai	l'	ho	mai	lo	avere	mai	PRON	AUX	ADV
('lei_lei_PRON', 'mi_mi_PRON', 'ha_avere_AUX')	173	lei mi ha	lei	mi	ha	lei	mi	avere	PRON	PRON	AUX
('è_essere_AUX', 'andato_andare_VERB', 'in_in_ADP')	173	è andato in	è	andato	in	essere	andare	in	AUX	VERB	ADP
('lei_in_ADP', 'pensa_pensare_VERB', 'che_che_SCONJ')	172	lei pensa che	lei	pensa	che	in	pensare	che	ADP	VERB	SCONJ
('di_di_ADP', 'quello_quello_PRON', 'che_che_PRON')	172	di quello che	di	quello	che	di	quello	che	ADP	PRON	PRON
('è_essere_AUX', 'un_uno_DET', 'bravo_bravo_ADJ')	172	è un bravo	è	un	bravo	essere	uno	bravo	AUX	DET	ADJ
('le_il_DET', 'sue_suo_DET', 'amiche_amico_NOUN')	170	le sue amiche	le	sue	amiche	il	suo	amico	DET	DET	NOUN
('ad_a_ADP', 'andare_andare_VERB', 'a_a_ADP')	169		ad	andare	a	a	andare	a	ADP	VERB	ADP
('ho_avere_AUX', 'provato_provare_VERB', 'a_a_ADP')	168	ho prova	ho	provato	a	avere	provare	a	AUX	VERB	ADP
('è_essere_AUX', 'andata_andare_VERB', 'a_a_ADP')	168	è a	è	andata	a	essere	andare	a	AUX	VERB	ADP
('la_il_DET', 'vita_vita_NOUN', 'è_essere_AUX')	168	la vita è	la	vita	è	il	vita	essere	DET	NOUN	AUX
('piace_piacere_VERB', 'il_il_DET', 'suo_suo_DET')	168	piace il suo	piace	il	suo	piacere	il	suo	VERB	DET	DET
('bottiglia_bottiglia_NOUN', 'di_di_ADP', 'vino_vino_NOUN')	168	bottiglia di vino	bottiglia	di	vino	bottiglia	di	vino	NOUN	ADP	NOUN
('avete_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	168	avete mai visto	avete	mai	visto	avere	mai	vedere	AUX	ADV	VERB
('tu_tu_PRON', 'pensi_pensare_VERB', 'che_che_SCONJ')	168	tu pensi che	tu	pensi	che	tu	pensare	che	PRON	VERB	SCONJ
('non_non_ADV', 'è_essere_AUX', 'stato_essere_AUX')	167	non è stato	non	è	stato	non	essere	essere	ADV	AUX	AUX
('è_essere_AUX', 'molto_molto_ADV', 'più_più_ADV')	167	è molto più	è	molto	più	essere	molto	più	AUX	ADV	ADV
('a_a_ADP', 'che_che_SCONJ', 'fare_fare_VERB')	167	a a che fare	a	che	fare	a	che	fare	ADP	SCONJ	VERB
('prendere_prendere_VERB', 'in_in_ADP', 'prestito_prestito_NOUN')	166	prendere in prestito	prendere	in	prestito	prendere	in	prestito	VERB	ADP	NOUN
('so_sapere_VERB', 'che_che_SCONJ', 'non_non_ADV')	166	so che non	so	che	non	sapere	che	non	VERB	SCONJ	ADV
('ho_avere_VERB', 'voglia_voglia_NOUN', 'di_di_ADP')	166	ho voglia di	ho	voglia	di	avere	voglia	di	VERB	NOUN	ADP
('le_il_DET', 'sue_suo_DET', 'chiavi_chiave_NOUN')	166	le sue chiavi	le	sue	chiavi	il	suo	chiave	DET	DET	NOUN
('ci_ci_PRON', 'sono_essere_VERB', 'molti_molto_DET')	165	ci sono molti	ci	sono	molti	ci	essere	molto	PRON	VERB	DET
('non_non_ADV', 'è_essere_AUX', 'così_così_ADV')	165	non è così	non	è	così	non	essere	così	ADV	AUX	ADV
('hai_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	165	hai bisogno di	hai	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP
('ha_avere_AUX', 'chiesto_chiedere_VERB', 'a_a_ADP')	165	ha	ha	chiesto	a	avere	chiedere	a	AUX	VERB	ADP
"(""l'_lo_PRON"", 'ho_avere_AUX', 'fatto_fare_VERB')"	164	l'ho fatto	l'	ho	fatto	lo	avere	fare	PRON	AUX	VERB
"(""po'_poco_PRON"", ""d'_di_ADP"", 'acqua_acqua_NOUN')"	164	po' d'acqua	po'	d'	acqua	poco	di	acqua	PRON	ADP	NOUN
('ho_avere_AUX', 'deciso_decidere_VERB', 'di_di_ADP')	164	ho deciso di	ho	deciso	di	avere	decidere	di	AUX	VERB	ADP
('ha_avere_AUX', 'ammesso_ammettere_VERB', 'che_che_SCONJ')	164	ha ammesso che	ha	ammesso	che	avere	ammettere	che	AUX	VERB	SCONJ
('modo_modo_NOUN', 'in_in_ADP', 'cui_cui_PRON')	163	modo in cui	modo	in	cui	modo	in	cui	NOUN	ADP	PRON
('io_io_PRON', 'sono_essere_AUX', 'una_uno_DET')	162	io sono una	io	sono	una	io	essere	uno	PRON	AUX	DET
('non_non_ADV', 'sono_essere_AUX', 'più_più_ADV')	160	non sono più	non	sono	più	non	essere	più	ADV	AUX	ADV
('che_che_SCONJ', 'fare_fare_VERB', 'con_con_ADP')	159	che fare con	che	fare	con	che	fare	con	SCONJ	VERB	ADP
('a_a_ADP', 'casa_casa_NOUN', 'di_di_ADP')	159	a casa di	a	casa	di	a	casa	di	ADP	NOUN	ADP
('la_il_DET', 'mia_mio_DET', 'vita_vita_NOUN')	158	la mia vita	la	mia	vita	il	mio	vita	DET	DET	NOUN
('ha_avere_AUX', 'smesso_smettere_VERB', 'di_di_ADP')	158	ha smesso di	ha	smesso	di	avere	smettere	di	AUX	VERB	ADP
('è_essere_VERB', 'qualcosa_qualcosa_PRON', 'che_che_PRON')	158	è qualcosa che	è	qualcosa	che	essere	qualcosa	che	VERB	PRON	PRON
('non_non_ADV', 'sono_essere_AUX', 'molto_molto_ADV')	158	non sono molto	non	sono	molto	non	essere	molto	ADV	AUX	ADV
('il_il_DET', 'mio_mio_DET', 'lavoro_lavoro_NOUN')	158	il mio lavoro	il	mio	lavoro	il	mio	lavoro	DET	DET	NOUN
('voi_voi_PRON', 'pensate_pensare_VERB', 'che_che_SCONJ')	158	voi pensate che	voi	pensate	che	voi	pensare	che	PRON	VERB	SCONJ
('disse_dire_VERB', 'che_che_SCONJ', 'aveva_avere_VERB')	158	disse che aveva	disse	che	aveva	dire	che	avere	VERB	SCONJ	VERB
('io_io_PRON', 'sono_essere_AUX', 'sicura_sicuro_ADJ')	158	io sono sicura	io	sono	sicura	io	essere	sicuro	PRON	AUX	ADJ
('penso_pensare_VERB', 'che_che_SCONJ', 'lei_lei_PRON')	157	penso che lei	penso	che	lei	pensare	che	lei	VERB	SCONJ	PRON
('le_le_PRON', 'piace_piacere_VERB', 'il_il_DET')	157	le piace il	le	piace	il	le	piacere	il	PRON	VERB	DET
('non_non_ADV', 'sono_essere_AUX', 'ancora_ancora_ADV')	157	non sono ancora	non	sono	ancora	non	essere	ancora	ADV	AUX	ADV
('ha_avere_AUX', 'perso_perdere_VERB', 'la_il_DET')	157	ha perso la	ha	perso	la	avere	perdere	il	AUX	VERB	DET
('non_non_ADV', 'è_essere_AUX', 'in_in_ADP')	157	non è in	non	è	in	non	essere	in	ADV	AUX	ADP
('la_il_DET', 'settimana_settimana_NOUN', 'prossima_prossimo_ADJ')	157	la settimana prossima	la	settimana	prossima	il	settimana	prossimo	DET	NOUN	ADJ
('io_io_PRON', 'voglio_volere_VERB', 'che_che_SCONJ')	157	io voglio che	io	voglio	che	io	volere	che	PRON	VERB	SCONJ
('è_essere_AUX', 'ora_ora_NOUN', 'di_di_ADP')	156	è ora di	è	ora	di	essere	ora	di	AUX	NOUN	ADP
('a_a_ADP', 'giocare_giocare_VERB', 'a_a_ADP')	156	a	a	giocare	a	a	giocare	a	ADP	VERB	ADP
('io_io_PRON', 'sono_essere_AUX', 'sicuro_sicuro_ADJ')	156	io sono sicuro	io	sono	sicuro	io	essere	sicuro	PRON	AUX	ADJ
('andare_andare_VERB', 'a_a_ADP', 'scuola_scuola_NOUN')	156	andare a scuola	andare	a	scuola	andare	a	scuola	VERB	ADP	NOUN
('è_essere_AUX', 'un_uno_DET', 'insegnante_insegnante_NOUN')	155	è un insegnante	è	un	insegnante	essere	uno	insegnante	AUX	DET	NOUN
('di_di_ADP', 'chi_chi_PRON', 'è_essere_AUX')	155	di chi è	di	chi	è	di	chi	essere	ADP	PRON	AUX
('non_non_ADV', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	154	non ho bisogno	non	ho	bisogno	non	avere	bisogno	ADV	VERB	NOUN
('ha_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	154	ha intenzione di	ha	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP
"(""l'_lo_PRON"", 'ha_avere_AUX', 'detto_dire_VERB')"	153	l'ha detto	l'	ha	detto	lo	avere	dire	PRON	AUX	VERB
('lei_lei_PRON', 'ha_avere_VERB', 'un_uno_DET')	153	lei ha un	lei	ha	un	lei	avere	uno	PRON	VERB	DET
('tu_tu_PRON', 'hai_avere_AUX', 'mai_mai_ADV')	152	tu hai mai	tu	hai	mai	tu	avere	mai	PRON	AUX	ADV
('non_non_ADV', 'riuscivo_riuscire_VERB', 'a_a_ADP')	152	non riuscivo a	non	riuscivo	a	non	riuscire	a	ADV	VERB	ADP
('ho_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	151	ho intenzione di	ho	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP
('lei_lei_PRON', 'ha_avere_AUX', 'mai_mai_ADV')	151	lei ha mai	lei	ha	mai	lei	avere	mai	PRON	AUX	ADV
('il_il_DET', 'nome_nome_NOUN', 'di_di_ADP')	150	il nome di	il	nome	di	il	nome	di	DET	NOUN	ADP
('alla_a_ADP', 'festa_festa_NOUN', 'di_di_ADP')	149	alla festa di	alla	festa	di	a	festa	di	ADP	NOUN	ADP
('la_il_DET', 'moglie_moglie_NOUN', 'di_di_ADP')	148	la moglie di	la	moglie	di	il	moglie	di	DET	NOUN	ADP
('cosa_cosa_PRON', 'sta_stare_AUX', 'facendo_fare_VERB')	148	cosa sta facendo	cosa	sta	facendo	cosa	stare	fare	PRON	AUX	VERB
('del_di_ADP', 'suo_suo_DET', 'meglio_meglio_NOUN')	148	del suo meglio	del	suo	meglio	di	suo	meglio	ADP	DET	NOUN
"('di_di_ADP', 'un_uno_DET', ""po'_poco_PRON"")"	148	di un po'	di	un	po'	di	uno	poco	ADP	DET	PRON
('io_io_PRON', 'ho_avere_VERB', 'una_uno_DET')	147	io ho una	io	ho	una	io	avere	uno	PRON	VERB	DET
('hanno_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	147	hanno bisogno di	hanno	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP
('a_a_ADP', 'tutti_tutto_PRON', 'che_che_SCONJ')	147	a tutti che	a	tutti	che	a	tutto	che	ADP	PRON	SCONJ
('a_a_ADP', 'casa_casa_NOUN', 'mia_mio_DET')	147	a casa mia	a	casa	mia	a	casa	mio	ADP	NOUN	DET
('ha_avere_AUX', 'continuato_continuare_VERB', 'a_a_ADP')	147	ha	ha	continuato	a	avere	continuare	a	AUX	VERB	ADP
('avete_avere_VERB', 'bisogno_bisogno_NOUN', 'di_di_ADP')	147	avete bisogno di	avete	bisogno	di	avere	bisogno	di	VERB	NOUN	ADP
('ha_avere_AUX', 'dato_dare_VERB', 'un_uno_DET')	147	ha dato un	ha	dato	un	avere	dare	uno	AUX	VERB	DET
('il_il_DET', 'modo_modo_NOUN', 'in_in_ADP')	146	il modo in	il	modo	in	il	modo	in	DET	NOUN	ADP
('questo_questo_DET', 'libro_libro_NOUN', 'è_essere_AUX')	146	questo libro è	questo	libro	è	questo	libro	essere	DET	NOUN	AUX
"('chi_chi_PRON', ""l'_lo_PRON"", 'ha_avere_AUX')"	145	chi l'ha	chi	l'	ha	chi	lo	avere	PRON	PRON	AUX
('perché_perché_ADV', 'non_non_ADV', 'è_essere_AUX')	145	perché non è	perché	non	è	perché	non	essere	ADV	ADV	AUX
('numero_numero_NOUN', 'di_di_ADP', 'telefono_telefono_NOUN')	145	numero di telefono	numero	di	telefono	numero	di	telefono	NOUN	ADP	NOUN
('in_in_ADP', 'ritardo_ritardo_NOUN', 'per_per_ADP')	145	in ritardo per	in	ritardo	per	in	ritardo	per	ADP	NOUN	ADP
('che_che_SCONJ', 'non_non_ADV', 'le_le_PRON')	145	che non le	che	non	le	che	non	le	SCONJ	ADV	PRON
('in_in_ADP', 'contatto_contatto_NOUN', 'con_con_ADP')	144	in con	in	contatto	con	in	contatto	con	ADP	NOUN	ADP
('non_non_ADV', 'lo_lo_PRON', 'farà_fare_VERB')	144	non lo farà	non	lo	farà	non	lo	fare	ADV	PRON	VERB
('nel_in_ADP', 'suo_suo_DET', 'ufficio_ufficio_NOUN')	144	nel suo ufficio	nel	suo	ufficio	in	suo	ufficio	ADP	DET	NOUN
('che_che_SCONJ', 'lei_lei_PRON', 'sia_essere_AUX')	144	che lei sia	che	lei	sia	che	lei	essere	SCONJ	PRON	AUX
('ho_avere_AUX', 'detto_dire_VERB', 'loro_loro_PRON')	143	ho detto loro	ho	detto	loro	avere	dire	loro	AUX	VERB	PRON
('da_da_ADP', 'nessuna_nessuno_DET', 'parte_parte_NOUN')	143	da nessuna parte	da	nessuna	parte	da	nessuno	parte	ADP	DET	NOUN
"('non_non_ADV', ""c'_ci_PRON"", 'era_essere_VERB')"	143	non c'era	non	c'	era	non	ci	essere	ADV	PRON	VERB
('con_con_ADP', 'i_il_DET', 'miei_mio_DET')	143	con i miei	con	i	miei	con	il	mio	ADP	DET	DET
('ho_avere_AUX', 'chiesto_chiedere_VERB', 'di_di_ADP')	143	ho chiesto di	ho	chiesto	di	avere	chiedere	di	AUX	VERB	ADP
('io_io_PRON', 'non_non_ADV', 'ero_essere_AUX')	142	io non ero	io	non	ero	io	non	essere	PRON	ADV	AUX
('bisogno_bisogno_NOUN', 'di_di_ADP', 'aiuto_aiuto_NOUN')	142	bisogno di aiuto	bisogno	di	aiuto	bisogno	di	aiuto	NOUN	ADP	NOUN
('noi_noi_PRON', 'non_non_ADV', 'siamo_essere_AUX')	142	noi non siamo	noi	non	siamo	noi	non	essere	PRON	ADV	AUX
('voi_voi_PRON', 'avete_avere_AUX', 'mai_mai_ADV')	142	voi avete mai	voi	avete	mai	voi	avere	mai	PRON	AUX	ADV
"(""l'_il_DET"", 'anno_anno_NOUN', 'prossimo_prossimo_ADJ')"	142	l'anno prossimo	l'	anno	prossimo	il	anno	prossimo	DET	NOUN	ADJ
('tazza_tazza_NOUN', 'di_di_ADP', 'caffè_caffè_NOUN')	141	tazza di caffè	tazza	di	caffè	tazza	di	caffè	NOUN	ADP	NOUN
('voglio_volere_VERB', 'che_che_SCONJ', 'tu_tu_PRON')	141	voglio che tu	voglio	che	tu	volere	che	tu	VERB	SCONJ	PRON
"(""l'_lo_PRON"", 'ho_avere_AUX', 'vista_vedere_VERB')"	141	l'ho vista	l'	ho	vista	lo	avere	vedere	PRON	AUX	VERB
('la_il_DET', 'stessa_stesso_ADJ', 'cosa_cosa_NOUN')	141	la stessa cosa	la	stessa	cosa	il	stesso	cosa	DET	ADJ	NOUN
('che_che_SCONJ', 'non_non_ADV', 'sono_essere_AUX')	141	che non sono	che	non	sono	che	non	essere	SCONJ	ADV	AUX
('il_il_DET', 'cane_cane_NOUN', 'di_di_ADP')	141	il cane di	il	cane	di	il	cane	di	DET	NOUN	ADP
"(""po'_poco_PRON"", 'di_di_ADP', 'tempo_tempo_NOUN')"	141	po' di tempo	po'	di	tempo	poco	di	tempo	PRON	ADP	NOUN
('il_il_DET', 'suo_suo_DET', 'impiego_impiego_NOUN')	141	il suo impiego	il	suo	impiego	il	suo	impiego	DET	DET	NOUN
('quello_quello_PRON', 'che_che_PRON', 'è_essere_AUX')	140	quello che è	quello	che	è	quello	che	essere	PRON	PRON	AUX
('mi_mi_PRON', 'serve_servire_VERB', 'un_uno_DET')	140	mi serve un	mi	serve	un	mi	servire	uno	PRON	VERB	DET
('non_non_ADV', 'le_le_PRON', 'ho_avere_AUX')	140	non le ho	non	le	ho	non	le	avere	ADV	PRON	AUX
('lei_lei_PRON', 'è_essere_AUX', 'un_uno_DET')	139	lei è un	lei	è	un	lei	essere	uno	PRON	AUX	DET
"('un_uno_DET', 'altro_altro_ADJ', ""po'_poco_PRON"")"	139	un altro po'	un	altro	po'	uno	altro	poco	DET	ADJ	PRON
('di_di_ADP', 'non_non_ADV', 'andare_andare_VERB')	139	di non andare	di	non	andare	di	non	andare	ADP	ADV	VERB
('i_il_DET', 'miei_mio_DET', 'amici_amico_NOUN')	138	i miei amici	i	miei	amici	il	mio	amico	DET	DET	NOUN
"('che_che_SCONJ', 'non_non_ADV', ""l'_lo_PRON"")"	138	che non l'	che	non	l'	che	non	lo	SCONJ	ADV	PRON
('il_il_DET', 'mio_mio_DET', 'amico_amico_NOUN')	138	il mio amico	il	mio	amico	il	mio	amico	DET	DET	NOUN
('a_a_ADP', 'casa_casa_NOUN', 'per_per_ADP')	138	a casa per	a	casa	per	a	casa	per	ADP	NOUN	ADP
('il_il_DET', 'suo_suo_DET', 'nuovo_nuovo_ADJ')	138	il suo nuovo	il	suo	nuovo	il	suo	nuovo	DET	DET	ADJ
('è_essere_AUX', 'stata_essere_AUX', 'una_uno_DET')	137	è stata una	è	stata	una	essere	essere	uno	AUX	AUX	DET
('come_come_ADV', 'si_si_PRON', 'chiama_chiamare_VERB')	137	come si chiama	come	si	chiama	come	si	chiamare	ADV	PRON	VERB
('con_con_ADP', 'le_il_DET', 'sue_suo_DET')	137	con le sue	con	le	sue	con	il	suo	ADP	DET	DET
('è_essere_AUX', 'una_uno_DET', 'città_città_NOUN')	137	è una città	è	una	città	essere	uno	città	AUX	DET	NOUN
('non_non_ADV', 'ha_avere_AUX', 'detto_dire_VERB')	137	non ha detto	non	ha	detto	non	avere	dire	ADV	AUX	VERB
('mio_mio_DET', 'padre_padre_NOUN', 'è_essere_AUX')	137	mio padre è	mio	padre	è	mio	padre	essere	DET	NOUN	AUX
('il_il_DET', 'suo_suo_DET', 'ombrello_ombrello_NOUN')	137	il suo ombrello	il	suo	ombrello	il	suo	ombrello	DET	DET	NOUN
"('sono_essere_AUX', 'un_uno_DET', ""po'_poco_ADV"")"	136	sono un po'	sono	un	po'	essere	uno	poco	AUX	DET	ADV
('i_il_DET', 'suoi_suo_DET', 'soldi_soldo_NOUN')	136	i suoi soldi	i	suoi	soldi	il	suo	soldo	DET	DET	NOUN
('è_essere_AUX', 'il_il_DET', 'nostro_nostro_DET')	136	è il nostro	è	il	nostro	essere	il	nostro	AUX	DET	DET
('a_a_ADP', 'casa_casa_NOUN', 'presto_presto_ADV')	136	a casa presto	a	casa	presto	a	casa	presto	ADP	NOUN	ADV
('pensa_pensare_VERB', 'che_che_SCONJ', 'io_io_PRON')	136	pensa che io	pensa	che	io	pensare	che	io	VERB	SCONJ	PRON
('perché_perché_ADV', 'non_non_ADV', 'mi_mi_PRON')	136	perché non mi	perché	non	mi	perché	non	mi	ADV	ADV	PRON
('io_io_PRON', 'ho_avere_AUX', 'visto_vedere_VERB')	136	io ho visto	io	ho	visto	io	avere	vedere	PRON	AUX	VERB
