gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('ha_avere_AUX', 'deciso_decidere_VERB', 'di_di_ADP')	37	ha deciso di	ha	deciso	di	avere	decidere	di	AUX	VERB	ADP	he/she decided to
('non_non_ADV', 'ha_avere_AUX', 'ancora_ancora_ADV')	37	non ha ancora	non	ha	ancora	non	avere	ancora	ADV	AUX	ADV	he/she has not yet
('non_non_ADV', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	37	non ho bisogno	non	ho	bisogno	non	avere	bisogno	ADV	VERB	NOUN	I do not need
('i_il_DET', 'suoi_suo_DET', 'compiti_compito_NOUN')	37	i suoi compiti	i	suoi	compiti	il	suo	compito	DET	DET	NOUN	his/her (masculine plural) assignments
('io_io_PRON', 'sono_essere_AUX', 'molto_molto_ADV')	37	io sono molto	io	sono	molto	io	essere	molto	PRON	AUX	ADV	I am very
('mai_mai_ADV', 'visto_vedere_VERB', 'un_uno_DET')	36	mai visto un	mai	visto	un	mai	vedere	uno	ADV	VERB	DET	ever seen a
('è_essere_AUX', 'la_il_DET', 'vostra_vostro_DET')	36	è la vostra	è	la	vostra	essere	il	vostro	AUX	DET	DET	it is your (you (plural); feminine)
('su_su_ADP', 'di_di_ADP', 'lui_lui_PRON')	36	su di lui	su	di	lui	su	di	lui	ADP	ADP	PRON	about him
('non_non_ADV', 'è_essere_AUX', 'la_il_DET')	36	non è la	non	è	la	non	essere	il	ADV	AUX	DET	it is not the (feminine)
('mi_mi_PRON', 'piace_piacere_VERB', 'la_il_DET')	36	mi piace la	mi	piace	la	mi	piacere	il	PRON	VERB	DET	I like the (feminine)
('parlare_parlare_VERB', 'con_con_ADP', 'loro_loro_PRON')	36	parlare con loro	parlare	con	loro	parlare	con	loro	VERB	ADP	PRON	to talk with them
('disse_dire_VERB', 'che_che_SCONJ', 'si_si_PRON')	36	disse che si	disse	che	si	dire	che	si	VERB	SCONJ	PRON	he/she said that he/she
('una_uno_DET', 'tazza_tazza_NOUN', 'di_di_ADP')	36	una tazza di	una	tazza	di	uno	tazza	di	DET	NOUN	ADP	a cup of
('lei_lei_PRON', 'è_essere_AUX', 'una_uno_DET')	36	lei è una	lei	è	una	lei	essere	uno	PRON	AUX	DET	she is a
('gli_gli_PRON', 'ho_avere_AUX', 'detto_dire_VERB')	36	gli ho detto	gli	ho	detto	gli	avere	dire	PRON	AUX	VERB	I told him
('perso_perdere_VERB', 'il_il_DET', 'suo_suo_DET')	36	perso il suo	perso	il	suo	perdere	il	suo	VERB	DET	DET	lost his/her (masculine)
('il_il_DET', 'cane_cane_NOUN', 'di_di_ADP')	35	il cane di	il	cane	di	il	cane	di	DET	NOUN	ADP	the dog of
('il_il_DET', 'suo_suo_DET', 'computer_computer_NOUN')	35	il suo computer	il	suo	computer	il	suo	computer	DET	DET	NOUN	his/her (masculine) computer
('mi_mi_PRON', 'chiedo_chiedere_VERB', 'se_se_SCONJ')	35	mi chiedo se	mi	chiedo	se	mi	chiedere	se	PRON	VERB	SCONJ	I wonder if
('ha_avere_VERB', 'paura_paura_NOUN', 'di_di_ADP')	35	ha paura di	ha	paura	di	avere	paura	di	VERB	NOUN	ADP	he/she is afraid of
"(""po'_poco_PRON"", ""d'_di_ADP"", 'acqua_acqua_NOUN')"	35	po' d'acqua	po'	d'	acqua	poco	di	acqua	PRON	ADP	NOUN	a bit of water
('avete_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	35	avete mai visto	avete	mai	visto	avere	mai	vedere	AUX	ADV	VERB	
"(""l'_lo_PRON"", 'ho_avere_AUX', 'visto_vedere_VERB')"	35	l'ho visto	l'	ho	visto	lo	avere	vedere	PRON	AUX	VERB	
('un_uno_DET', 'paio_paio_NOUN', 'di_di_ADP')	35	un paio di	un	paio	di	uno	paio	di	DET	NOUN	ADP	
('la_il_DET', 'mia_mio_DET', 'vita_vita_NOUN')	34	la mia vita	la	mia	vita	il	mio	vita	DET	DET	NOUN	
('di_di_ADP', 'quello_quello_PRON', 'che_che_PRON')	34	di quello che	di	quello	che	di	quello	che	ADP	PRON	PRON	
('ho_avere_VERB', 'voglia_voglia_NOUN', 'di_di_ADP')	34	ho voglia di	ho	voglia	di	avere	voglia	di	VERB	NOUN	ADP	
('su_su_ADP', 'di_di_ADP', 'lei_lei_PRON')	34	su di lei	su	di	lei	su	di	lei	ADP	ADP	PRON	
('io_io_PRON', 'ho_avere_AUX', 'fatto_fare_VERB')	34	io ho fatto	io	ho	fatto	io	avere	fare	PRON	AUX	VERB	
('la_il_DET', 'prima_primo_ADJ', 'volta_volta_NOUN')	34	la prima volta	la	prima	volta	il	primo	volta	DET	ADJ	NOUN	
('ragione_ragione_NOUN', 'per_per_ADP', 'cui_cui_PRON')	34	ragione per cui	ragione	per	cui	ragione	per	cui	NOUN	ADP	PRON	
('è_essere_AUX', 'un_uno_DET', 'insegnante_insegnante_NOUN')	34	è un insegnante	è	un	insegnante	essere	uno	insegnante	AUX	DET	NOUN	
('andare_andare_VERB', 'a_a_ADP', 'scuola_scuola_NOUN')	34	andare a scuola	andare	a	scuola	andare	a	scuola	VERB	ADP	NOUN	
('per_per_ADP', 'tutto_tutto_DET', 'il_il_DET')	34	per tutto il	per	tutto	il	per	tutto	il	ADP	DET	DET	
('io_io_PRON', 'non_non_ADV', 'penso_pensare_VERB')	34	io non penso	io	non	penso	io	non	pensare	PRON	ADV	VERB	
('la_il_DET', 'sua_suo_DET', 'vita_vita_NOUN')	34	la sua vita	la	sua	vita	il	suo	vita	DET	DET	NOUN	
('dice_dire_VERB', 'di_di_ADP', 'non_non_ADV')	33	dice di non	dice	di	non	dire	di	non	VERB	ADP	ADV	
('io_io_PRON', 'mi_mi_PRON', 'sento_sentire_VERB')	33	io mi sento	io	mi	sento	io	mi	sentire	PRON	PRON	VERB	
('prendere_prendere_VERB', 'in_in_ADP', 'prestito_prestito_NOUN')	33	prendere in prestito	prendere	in	prestito	prendere	in	prestito	VERB	ADP	NOUN	
('la_il_DET', 'ragione_ragione_NOUN', 'per_per_ADP')	33	la ragione per	la	ragione	per	il	ragione	per	DET	NOUN	ADP	
('la_il_DET', 'mia_mio_DET', 'casa_casa_NOUN')	33	la mia casa	la	mia	casa	il	mio	casa	DET	DET	NOUN	
('lei_lei_PRON', 'ha_avere_VERB', 'un_uno_DET')	33	lei ha un	lei	ha	un	lei	avere	uno	PRON	VERB	DET	
('lui_lui_PRON', 'mi_mi_PRON', 'ha_avere_AUX')	33	lui mi ha	lui	mi	ha	lui	mi	avere	PRON	PRON	AUX	
('il_il_DET', 'suo_suo_DET', 'telefono_telefono_NOUN')	33	il suo telefono	il	suo	telefono	il	suo	telefono	DET	DET	NOUN	
('a_a_ADP', 'me_me_PRON', 'piacerebbe_piacere_VERB')	33	a me piacerebbe	a	me	piacerebbe	a	me	piacere	ADP	PRON	VERB	
('sono_essere_AUX', 'andata_andare_VERB', 'a_a_ADP')	33	sono a	sono	andata	a	essere	andare	a	AUX	VERB	ADP	
('non_non_ADV', 'ci_ci_PRON', 'sono_essere_VERB')	33	non ci sono	non	ci	sono	non	ci	essere	ADV	PRON	VERB	
"('che_che_DET', ""cos'_cos'_PRON"", 'è_essere_AUX')"	33	che cos'è	che	cos'	è	che	cos'	essere	DET	PRON	AUX	
('detto_dire_VERB', 'che_che_SCONJ', 'aveva_avere_VERB')	33	detto che aveva	detto	che	aveva	dire	che	avere	VERB	SCONJ	VERB	
('a_a_ADP', 'giocare_giocare_VERB', 'a_a_ADP')	33	a	a	giocare	a	a	giocare	a	ADP	VERB	ADP	
('è_essere_AUX', 'la_il_DET', 'ragione_ragione_NOUN')	32	è la ragione	è	la	ragione	essere	il	ragione	AUX	DET	NOUN	
('la_il_DET', 'mia_mio_DET', 'famiglia_famiglia_NOUN')	32	la mia famiglia	la	mia	famiglia	il	mio	famiglia	DET	DET	NOUN	
('noi_noi_PRON', 'non_non_ADV', 'siamo_essere_AUX')	32	noi non siamo	noi	non	siamo	noi	non	essere	PRON	ADV	AUX	
('a_a_ADP', 'me_me_PRON', 'piacciono_piacere_VERB')	32	a me piacciono	a	me	piacciono	a	me	piacere	ADP	PRON	VERB	
('è_essere_AUX', 'ciò_ciò_PRON', 'che_che_PRON')	32	è ciò che	è	ciò	che	essere	ciò	che	AUX	PRON	PRON	
('a_a_ADP', 'casa_casa_NOUN', 'con_con_ADP')	32	a casa con	a	casa	con	a	casa	con	ADP	NOUN	ADP	
('con_con_ADP', 'la_il_DET', 'sua_suo_DET')	32	con la sua	con	la	sua	con	il	suo	ADP	DET	DET	
('ho_avere_AUX', 'mai_mai_ADV', 'visto_vedere_VERB')	32	ho mai visto	ho	mai	visto	avere	mai	vedere	AUX	ADV	VERB	
('me_me_PRON', 'piace_piacere_VERB', 'il_il_DET')	32	me piace il	me	piace	il	me	piacere	il	PRON	VERB	DET	
('perché_perché_PRON', 'non_non_ADV', 'lo_lo_PRON')	32	perché non lo	perché	non	lo	perché	non	lo	PRON	ADV	PRON	
('ad_a_ADP', 'andare_andare_VERB', 'a_a_ADP')	31		ad	andare	a	a	andare	a	ADP	VERB	ADP	
('una_uno_DET', 'bottiglia_bottiglia_NOUN', 'di_di_ADP')	31	una bottiglia di	una	bottiglia	di	uno	bottiglia	di	DET	NOUN	ADP	
('lei_lei_PRON', 'mi_mi_PRON', 'ha_avere_AUX')	31	lei mi ha	lei	mi	ha	lei	mi	avere	PRON	PRON	AUX	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'detto_dire_VERB')"	31	l'ha detto	l'	ha	detto	lo	avere	dire	PRON	AUX	VERB	
('il_il_DET', 'suo_suo_DET', 'nuovo_nuovo_ADJ')	31	il suo nuovo	il	suo	nuovo	il	suo	nuovo	DET	DET	ADJ	
('dice_dire_VERB', 'che_che_SCONJ', 'è_essere_AUX')	31	dice che è	dice	che	è	dire	che	essere	VERB	SCONJ	AUX	
('dissero_dire_VERB', 'che_che_SCONJ', 'non_non_ADV')	31	dissero che non	dissero	che	non	dire	che	non	VERB	SCONJ	ADV	
('la_la_PRON', 'smetta_smettere_VERB', 'di_di_ADP')	31	la smetta di	la	smetta	di	la	smettere	di	PRON	VERB	ADP	
('voi_voi_PRON', 'avete_avere_AUX', 'mai_mai_ADV')	31	voi avete mai	voi	avete	mai	voi	avere	mai	PRON	AUX	ADV	
('i_il_DET', 'miei_mio_DET', 'genitori_genitore_NOUN')	31	i miei genitori	i	miei	genitori	il	mio	genitore	DET	DET	NOUN	
('che_che_PRON', 'ha_avere_AUX', 'detto_dire_VERB')	31	che ha detto	che	ha	detto	che	avere	dire	PRON	AUX	VERB	
"(""l'_lo_PRON"", 'ho_avere_AUX', 'vista_vedere_VERB')"	31	l'ho vista	l'	ho	vista	lo	avere	vedere	PRON	AUX	VERB	
('il_il_DET', 'nome_nome_NOUN', 'di_di_ADP')	30	il nome di	il	nome	di	il	nome	di	DET	NOUN	ADP	
('non_non_ADV', 'sono_essere_AUX', 'più_più_ADV')	30	non sono più	non	sono	più	non	essere	più	ADV	AUX	ADV	
('non_non_ADV', 'è_essere_AUX', 'in_in_ADP')	30	non è in	non	è	in	non	essere	in	ADV	AUX	ADP	
('quello_quello_PRON', 'che_che_PRON', 'è_essere_AUX')	30	quello che è	quello	che	è	quello	che	essere	PRON	PRON	AUX	
('so_sapere_VERB', 'che_che_SCONJ', 'non_non_ADV')	30	so che non	so	che	non	sapere	che	non	VERB	SCONJ	ADV	
('quasi_quasi_ADV', 'ogni_ogni_DET', 'giorno_giorno_NOUN')	30	quasi ogni giorno	quasi	ogni	giorno	quasi	ogni	giorno	ADV	DET	NOUN	
('per_per_ADP', 'tutta_tutto_DET', 'la_il_DET')	30	per tutta la	per	tutta	la	per	tutto	il	ADP	DET	DET	
('tu_tu_PRON', 'pensi_pensare_VERB', 'che_che_SCONJ')	30	tu pensi che	tu	pensi	che	tu	pensare	che	PRON	VERB	SCONJ	
('è_essere_AUX', 'una_uno_DET', 'città_città_NOUN')	30	è una città	è	una	città	essere	uno	città	AUX	DET	NOUN	
('è_essere_AUX', 'stato_essere_AUX', 'un_uno_DET')	30	è stato un	è	stato	un	essere	essere	uno	AUX	AUX	DET	
('pensa_pensare_VERB', 'che_che_SCONJ', 'io_io_PRON')	30	pensa che io	pensa	che	io	pensare	che	io	VERB	SCONJ	PRON	
('è_essere_AUX', 'a_a_ADP', 'casa_casa_NOUN')	30	è a casa	è	a	casa	essere	a	casa	AUX	ADP	NOUN	
('ha_avere_AUX', 'visto_vedere_VERB', 'il_il_DET')	30	ha visto il	ha	visto	il	avere	vedere	il	AUX	VERB	DET	
('i_il_DET', 'suoi_suo_DET', 'soldi_soldo_NOUN')	30	i suoi soldi	i	suoi	soldi	il	suo	soldo	DET	DET	NOUN	
"('di_di_ADP', 'un_uno_DET', ""po'_poco_PRON"")"	30	di un po'	di	un	po'	di	uno	poco	ADP	DET	PRON	
('disse_dire_VERB', 'che_che_SCONJ', 'voleva_volere_AUX')	30	disse che voleva	disse	che	voleva	dire	che	volere	VERB	SCONJ	AUX	
('è_essere_AUX', 'probabile_probabile_ADJ', 'che_che_SCONJ')	30	è probabile che	è	probabile	che	essere	probabile	che	AUX	ADJ	SCONJ	
('scritto_scrivere_VERB', 'una_uno_DET', 'lettera_lettera_NOUN')	30	scritto una lettera	scritto	una	lettera	scrivere	uno	lettera	VERB	DET	NOUN	
('bottiglia_bottiglia_NOUN', 'di_di_ADP', 'vino_vino_NOUN')	30	bottiglia di vino	bottiglia	di	vino	bottiglia	di	vino	NOUN	ADP	NOUN	
('la_il_DET', 'sua_suo_DET', 'automobile_automobile_NOUN')	29	la sua automobile	la	sua	automobile	il	suo	automobile	DET	DET	NOUN	
('alla_a_ADP', 'festa_festa_NOUN', 'di_di_ADP')	29	alla festa di	alla	festa	di	a	festa	di	ADP	NOUN	ADP	
('numero_numero_NOUN', 'di_di_ADP', 'telefono_telefono_NOUN')	29	numero di telefono	numero	di	telefono	numero	di	telefono	NOUN	ADP	NOUN	
('io_io_PRON', 'sono_essere_AUX', 'sicura_sicuro_ADJ')	29	io sono sicura	io	sono	sicura	io	essere	sicuro	PRON	AUX	ADJ	
('da_da_ADP', 'nessuna_nessuno_DET', 'parte_parte_NOUN')	29	da nessuna parte	da	nessuna	parte	da	nessuno	parte	ADP	DET	NOUN	
('detto_dire_VERB', 'che_che_SCONJ', 'a_a_ADP')	29		detto	che	a	dire	che	a	VERB	SCONJ	ADP	
('è_essere_AUX', 'il_il_DET', 'nostro_nostro_DET')	29	è il nostro	è	il	nostro	essere	il	nostro	AUX	DET	DET	
('il_il_DET', 'mio_mio_DET', 'lavoro_lavoro_NOUN')	29	il mio lavoro	il	mio	lavoro	il	mio	lavoro	DET	DET	NOUN	
('che_che_SCONJ', 'fare_fare_VERB', 'con_con_ADP')	29	che fare con	che	fare	con	che	fare	con	SCONJ	VERB	ADP	
('a_a_ADP', 'che_che_SCONJ', 'fare_fare_VERB')	29	a a che fare	a	che	fare	a	che	fare	ADP	SCONJ	VERB	
('un_uno_DET', 'sacco_sacco_NOUN', 'di_di_ADP')	29	un sacco di	un	sacco	di	uno	sacco	di	DET	NOUN	ADP	
('questo_questo_DET', 'libro_libro_NOUN', 'è_essere_AUX')	29	questo libro è	questo	libro	è	questo	libro	essere	DET	NOUN	AUX	
('bicchiere_bicchiere_NOUN', 'di_di_ADP', 'vino_vino_NOUN')	29	bicchiere di vino	bicchiere	di	vino	bicchiere	di	vino	NOUN	ADP	NOUN	
('la_il_DET', 'sua_suo_DET', 'stanza_stanza_NOUN')	29	la sua stanza	la	sua	stanza	il	suo	stanza	DET	DET	NOUN	
('andare_andare_VERB', 'a_a_ADP', 'letto_letto_NOUN')	29	andare a letto	andare	a	letto	andare	a	letto	VERB	ADP	NOUN	
('a_a_ADP', 'lei_lei_PRON', 'non_non_ADV')	29	a lei non	a	lei	non	a	lei	non	ADP	PRON	ADV	
('il_il_DET', 'mio_mio_DET', 'computer_computer_NOUN')	29	il mio computer	il	mio	computer	il	mio	computer	DET	DET	NOUN	
('del_di_ADP', 'suo_suo_DET', 'meglio_meglio_NOUN')	29	del suo meglio	del	suo	meglio	di	suo	meglio	ADP	DET	NOUN	
('ha_avere_AUX', 'fatto_fare_VERB', 'un_uno_DET')	29	ha fatto un	ha	fatto	un	avere	fare	uno	AUX	VERB	DET	
('io_io_PRON', 'ho_avere_VERB', 'bisogno_bisogno_NOUN')	29	io ho bisogno	io	ho	bisogno	io	avere	bisogno	PRON	VERB	NOUN	
('ho_avere_AUX', 'chiesto_chiedere_VERB', 'di_di_ADP')	29	ho chiesto di	ho	chiesto	di	avere	chiedere	di	AUX	VERB	ADP	
('è_essere_AUX', 'vero_vero_ADJ', 'che_che_SCONJ')	29	è vero che	è	vero	che	essere	vero	che	AUX	ADJ	SCONJ	
('è_essere_AUX', 'un_uno_DET', 'bravo_bravo_ADJ')	28	è un bravo	è	un	bravo	essere	uno	bravo	AUX	DET	ADJ	
('detto_dire_VERB', 'che_che_SCONJ', 'lo_lo_PRON')	28	detto che lo	detto	che	lo	dire	che	lo	VERB	SCONJ	PRON	
('la_il_DET', 'moglie_moglie_NOUN', 'di_di_ADP')	28	la moglie di	la	moglie	di	il	moglie	di	DET	NOUN	ADP	
('a_a_ADP', 'casa_casa_NOUN', 'di_di_ADP')	28	a casa di	a	casa	di	a	casa	di	ADP	NOUN	ADP	
"(""l'_il_DET"", 'anno_anno_NOUN', 'prossimo_prossimo_ADJ')"	28	l'anno prossimo	l'	anno	prossimo	il	anno	prossimo	DET	NOUN	ADJ	
('è_essere_VERB', 'qualcosa_qualcosa_PRON', 'che_che_PRON')	28	è qualcosa che	è	qualcosa	che	essere	qualcosa	che	VERB	PRON	PRON	
('ha_avere_AUX', 'chiesto_chiedere_VERB', 'a_a_ADP')	28	ha	ha	chiesto	a	avere	chiedere	a	AUX	VERB	ADP	
('non_non_ADV', 'mi_mi_PRON', 'sono_essere_AUX')	28	non mi sono	non	mi	sono	non	mi	essere	ADV	PRON	AUX	
"(""po'_poco_PRON"", 'di_di_ADP', 'tè_tè_NOUN')"	28	po' di tè	po'	di	tè	poco	di	tè	PRON	ADP	NOUN	
('non_non_ADV', 'è_essere_AUX', 'quello_quello_PRON')	28	non è quello	non	è	quello	non	essere	quello	ADV	AUX	PRON	
('non_non_ADV', 'sono_essere_AUX', 'sicuro_sicuro_ADJ')	28	non sono sicuro	non	sono	sicuro	non	essere	sicuro	ADV	AUX	ADJ	
('io_io_PRON', 'sono_essere_AUX', 'sicuro_sicuro_ADJ')	28	io sono sicuro	io	sono	sicuro	io	essere	sicuro	PRON	AUX	ADJ	
('detto_dire_VERB', 'che_che_SCONJ', 'sono_essere_AUX')	27	detto che sono	detto	che	sono	dire	che	essere	VERB	SCONJ	AUX	
('è_essere_AUX', 'andato_andare_VERB', 'in_in_ADP')	27	è andato in	è	andato	in	essere	andare	in	AUX	VERB	ADP	
('non_non_ADV', 'mi_mi_PRON', 'importa_importare_VERB')	27	non mi importa	non	mi	importa	non	mi	importare	ADV	PRON	VERB	
('tu_tu_PRON', 'hai_avere_AUX', 'mai_mai_ADV')	27	tu hai mai	tu	hai	mai	tu	avere	mai	PRON	AUX	ADV	
('la_il_DET', 'mia_mio_DET', 'amica_amico_NOUN')	27	la mia amica	la	mia	amica	il	mio	amico	DET	DET	NOUN	
('voglio_volere_AUX', 'andare_andare_VERB', 'a_a_ADP')	27	voglio a	voglio	andare	a	volere	andare	a	AUX	VERB	ADP	
('ha_avere_AUX', 'perso_perdere_VERB', 'la_il_DET')	27	ha perso la	ha	perso	la	avere	perdere	il	AUX	VERB	DET	
('ho_avere_AUX', 'cercato_cercare_VERB', 'di_di_ADP')	27	ho cercato di	ho	cercato	di	avere	cercare	di	AUX	VERB	ADP	
"('un_uno_DET', 'altro_altro_ADJ', ""po'_poco_PRON"")"	27	un altro po'	un	altro	po'	uno	altro	poco	DET	ADJ	PRON	
('penso_pensare_VERB', 'che_che_SCONJ', 'tu_tu_PRON')	27	penso che tu	penso	che	tu	pensare	che	tu	VERB	SCONJ	PRON	
('la_il_DET', 'settimana_settimana_NOUN', 'scorsa_scorso_ADJ')	27	la settimana scorsa	la	settimana	scorsa	il	settimana	scorso	DET	NOUN	ADJ	
('ho_avere_AUX', 'detto_dire_VERB', 'loro_loro_PRON')	27	ho detto loro	ho	detto	loro	avere	dire	loro	AUX	VERB	PRON	
('dove_dove_ADV', 'ha_avere_AUX', 'preso_prendere_VERB')	27	dove ha preso	dove	ha	preso	dove	avere	prendere	ADV	AUX	VERB	
('a_a_ADP', 'tutti_tutto_PRON', 'che_che_SCONJ')	27	a tutti che	a	tutti	che	a	tutto	che	ADP	PRON	SCONJ	
('ha_avere_AUX', 'dato_dare_VERB', 'un_uno_DET')	27	ha dato un	ha	dato	un	avere	dare	uno	AUX	VERB	DET	
('è_essere_AUX', 'molto_molto_ADV', 'più_più_ADV')	27	è molto più	è	molto	più	essere	molto	più	AUX	ADV	ADV	
('dice_dire_VERB', 'di_di_ADP', 'essere_essere_AUX')	27	dice di essere	dice	di	essere	dire	di	essere	VERB	ADP	AUX	
('non_non_ADV', 'può_potere_AUX', 'essere_essere_AUX')	26	non può essere	non	può	essere	non	potere	essere	ADV	AUX	AUX	
('lei_lei_PRON', 'si_si_PRON', 'è_essere_AUX')	26	lei si è	lei	si	è	lei	si	essere	PRON	PRON	AUX	
('disse_dire_VERB', 'che_che_SCONJ', 'aveva_avere_VERB')	26	disse che aveva	disse	che	aveva	dire	che	avere	VERB	SCONJ	VERB	
"('io_io_PRON', 'non_non_ADV', ""l'_lo_PRON"")"	26	io non l'	io	non	l'	io	non	lo	PRON	ADV	PRON	
('io_io_PRON', 'sono_essere_AUX', 'una_uno_DET')	26	io sono una	io	sono	una	io	essere	uno	PRON	AUX	DET	
('le_il_DET', 'sue_suo_DET', 'amiche_amico_NOUN')	26	le sue amiche	le	sue	amiche	il	suo	amico	DET	DET	NOUN	
('io_io_PRON', 'non_non_ADV', 'voglio_volere_VERB')	26	io non voglio	io	non	voglio	io	non	volere	PRON	ADV	VERB	
('a_a_ADP', 'casa_casa_NOUN', 'da_da_ADP')	26	a casa da	a	casa	da	a	casa	da	ADP	NOUN	ADP	
('mal_male_NOUN', 'di_di_ADP', 'testa_testa_NOUN')	26	mal di testa	mal	di	testa	male	di	testa	NOUN	ADP	NOUN	
('è_essere_AUX', 'ora_ora_NOUN', 'di_di_ADP')	26	è ora di	è	ora	di	essere	ora	di	AUX	NOUN	ADP	
('è_essere_AUX', 'piaciuto_piacere_VERB', 'il_il_DET')	26	è piaciuto il	è	piaciuto	il	essere	piacere	il	AUX	VERB	DET	
('qualcosa_qualcosa_PRON', 'che_che_PRON', 'non_non_ADV')	26	qualcosa che non	qualcosa	che	non	qualcosa	che	non	PRON	PRON	ADV	
"(""l'_lo_PRON"", 'ho_avere_AUX', 'fatto_fare_VERB')"	26	l'ho fatto	l'	ho	fatto	lo	avere	fare	PRON	AUX	VERB	
('meglio_meglio_ADV', 'ad_a_ADP', 'andare_andare_VERB')	26	meglio ad andare	meglio	ad	andare	meglio	a	andare	ADV	ADP	VERB	
('di_di_ADP', 'andare_andare_VERB', 'in_in_ADP')	26	di andare in	di	andare	in	di	andare	in	ADP	VERB	ADP	
"(""po'_poco_PRON"", 'di_di_ADP', 'tempo_tempo_NOUN')"	26	po' di tempo	po'	di	tempo	poco	di	tempo	PRON	ADP	NOUN	
"('altro_altro_ADJ', ""po'_poco_PRON"", 'di_di_ADP')"	26	altro po' di	altro	po'	di	altro	poco	di	ADJ	PRON	ADP	
('le_le_PRON', 'piace_piacere_VERB', 'il_il_DET')	26	le piace il	le	piace	il	le	piacere	il	PRON	VERB	DET	
('non_non_ADV', 'ti_ti_PRON', 'ho_avere_AUX')	26	non ti ho	non	ti	ho	non	ti	avere	ADV	PRON	AUX	
"('che_che_SCONJ', 'non_non_ADV', ""l'_lo_PRON"")"	25	che non l'	che	non	l'	che	non	lo	SCONJ	ADV	PRON	
('ha_avere_AUX', 'ammesso_ammettere_VERB', 'che_che_SCONJ')	25	ha ammesso che	ha	ammesso	che	avere	ammettere	che	AUX	VERB	SCONJ	
('essere_essere_AUX', 'a_a_ADP', 'casa_casa_NOUN')	25	essere a casa	essere	a	casa	essere	a	casa	AUX	ADP	NOUN	
('le_il_DET', 'sue_suo_DET', 'chiavi_chiave_NOUN')	25	le sue chiavi	le	sue	chiavi	il	suo	chiave	DET	DET	NOUN	
('non_non_ADV', 'piace_piacere_VERB', 'il_il_DET')	25	non piace il	non	piace	il	non	piacere	il	ADV	VERB	DET	
('ha_avere_AUX', 'comprato_comprare_VERB', 'una_uno_DET')	25	ha comprato una	ha	comprato	una	avere	comprare	uno	AUX	VERB	DET	
('in_in_ADP', 'ritardo_ritardo_NOUN', 'per_per_ADP')	25	in ritardo per	in	ritardo	per	in	ritardo	per	ADP	NOUN	ADP	
('con_con_ADP', 'la_il_DET', 'mia_mio_DET')	25	con la mia	con	la	mia	con	il	mio	ADP	DET	DET	
('bisogno_bisogno_NOUN', 'di_di_ADP', 'aiuto_aiuto_NOUN')	25	bisogno di aiuto	bisogno	di	aiuto	bisogno	di	aiuto	NOUN	ADP	NOUN	
('ha_avere_AUX', 'lasciato_lasciare_VERB', 'la_il_DET')	25	ha la	ha	lasciato	la	avere	lasciare	il	AUX	VERB	DET	
('di_di_ADP', 'chi_chi_PRON', 'è_essere_AUX')	25	di chi è	di	chi	è	di	chi	essere	ADP	PRON	AUX	
('la_il_DET', 'vita_vita_NOUN', 'è_essere_AUX')	25	la vita è	la	vita	è	il	vita	essere	DET	NOUN	AUX	
('a_a_ADP', 'scuola_scuola_NOUN', 'oggi_oggi_ADV')	25	andare a scuola oggi	a	scuola	oggi	a	scuola	oggi	ADP	NOUN	ADV	
('tutti_tutto_DET', 'i_il_DET', 'suoi_suo_DET')	25	tutti i suoi	tutti	i	suoi	tutto	il	suo	DET	DET	DET	
('ho_avere_VERB', 'paura_paura_NOUN', 'di_di_ADP')	25	ho paura di	ho	paura	di	avere	paura	di	VERB	NOUN	ADP	
('è_essere_AUX', 'andata_andare_VERB', 'a_a_ADP')	25	è a	è	andata	a	essere	andare	a	AUX	VERB	ADP	
('il_il_DET', 'mio_mio_DET', 'cane_cane_NOUN')	25	il mio cane	il	mio	cane	il	mio	cane	DET	DET	NOUN	
('ha_avere_VERB', 'intenzione_intenzione_NOUN', 'di_di_ADP')	25	ha intenzione di	ha	intenzione	di	avere	intenzione	di	VERB	NOUN	ADP	
('mio_mio_DET', 'padre_padre_NOUN', 'è_essere_AUX')	25	mio padre è	mio	padre	è	mio	padre	essere	DET	NOUN	AUX	
('una_uno_DET', 'cosa_cosa_NOUN', 'del_di_ADP')	25	una cosa del	una	cosa	del	uno	cosa	di	DET	NOUN	ADP	
('una_uno_DET', 'buona_buono_ADJ', 'idea_idea_NOUN')	25	una buona idea	una	buona	idea	uno	buono	idea	DET	ADJ	NOUN	
('ho_avere_AUX', 'chiesto_chiedere_VERB', 'a_a_ADP')	25	ho chiesto a	ho	chiesto	a	avere	chiedere	a	AUX	VERB	ADP	
('i_il_DET', 'suoi_suo_DET', 'amici_amico_NOUN')	25	i suoi amici	i	suoi	amici	il	suo	amico	DET	DET	NOUN	
('io_io_PRON', 'non_non_ADV', 'ero_essere_AUX')	25	io non ero	io	non	ero	io	non	essere	PRON	ADV	AUX	
('è_essere_AUX', 'stata_essere_AUX', 'una_uno_DET')	25	è stata una	è	stata	una	essere	essere	uno	AUX	AUX	DET	
('mi_mi_PRON', 'ha_avere_AUX', 'fatto_fare_VERB')	25	mi ha fatto	mi	ha	fatto	mi	avere	fare	PRON	AUX	VERB	
