term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
fini,fino,fine/thin,adj,fine/thin (masculine plural),"quality,texture",,,m,p,,,False,False,False,,,,,also means refined,Ha gusti fini.,He has refined tastes.,002db9a8a8540b46d4791e08d3c5872d5987a62249b56e79cb211430973d4f91,b784a65e647523a05348e3566b1c7f6a353273793c2ae2dcbecbca12c23ff6da
fine,fino,fine/thin,adj,fine/thin (feminine plural),"quality,texture",,,f,p,,,False,False,False,,,,,also means refined,Traccio linee fine.,I draw thin lines.,be7f6666d223fc8668f34accd55e4e45e9b716f54fb50e4490b943ab423620cc,7a11790a3d2eac0c38f12b5a006edfd06828590288e7db61ce32826f58cb814e
freddo,freddo,cold,adj,cold (masculine),"weather,temperature",,,m,s,,,False,False,False,,,,,,Il vento è freddo.,The wind is cold.,b0e8138c643e96c7f7e9fa4b82e4718ab0d5292ebdfd6b204506d70a7652d64d,10d73ab80b4f105a54d38ecad40032cbf04cd3a5d344103133a59ef7054a509b
fredda,freddo,cold,adj,cold (feminine),"weather,temperature",,,f,s,,,False,False,False,,,,,,L'acqua è fredda.,The water is cold.,4d3e35effa8c5228851498d15201ff1d80fee26323b67bd5c52ec0eac3e23de3,391af4118e85afe12ed981a08566873f64b456d59b656acf24fc88ed3fd79822
freddi,freddo,cold,adj,cold (masculine plural),"weather,temperature",,,m,p,,,False,False,False,,,,,,I giorni sono freddi.,The days are cold.,395154eccc132ce17f646f550031e617e5629c34c4a41d742ee30b7ed48d5359,a9c2231b9e56b3732c82594fe50f35918baaaae40d4003c108fb1bfa2841c20d
fredde,freddo,cold,adj,cold (feminine plural),"weather,temperature",,,f,p,,,False,False,False,,,,,,Le notti sono fredde.,The nights are cold.,9be439c35c035b8158289a4ffb692f6450f57f4a6e9796bbe09e4a1fb0afec71,91cc64cfda07f50fa8f64ce15cc09aad59cbec217e23fe5bf111e803947f8984
grande,grande,big,adj,big (masculine),"size,quality",,,m,s,,,False,False,False,,,,,base form; short form gran before singular nouns,Il tavolo è grande.,The table is big.,5826f30c48a286579de7fe8db0f8a12cbe772afbae9cc655e2c3e1781ecb2e17,7917ed70ab39e173e18af04664a869f59657b0eea6458bedf422a6f367f1914c
grande,grande,big,adj,big (feminine),"size,quality",,,f,s,,,False,False,False,,,,,same form as masculine; short form gran before singular nouns,La casa è grande.,The house is big.,5826f30c48a286579de7fe8db0f8a12cbe772afbae9cc655e2c3e1781ecb2e17,e0cccdd66b0e06b4d23754bf9e948f27a70e4614a9620edcecf8bc363313b47a
grandi,grande,big,adj,big (masculine plural),"size,quality",,,m,p,,,False,False,False,,,,,same plural for masculine and feminine,I tavoli sono grandi.,The tables are big.,f30fb6b791629dda12d7a9b596f684c457e8d9d0376ba8a1b4d8bb55590f9c0e,36bea3ee67f3448a229bea5e8fcfcc338ca3ed6846ff8a8b18dfda1c2b2ec27d
grandi,grande,big,adj,big (feminine plural),"size,quality",,,f,p,,,False,False,False,,,,,same plural for masculine and feminine,Le case sono grandi.,The houses are big.,f30fb6b791629dda12d7a9b596f684c457e8d9d0376ba8a1b4d8bb55590f9c0e,99a20ff876ac1cd1c62679f2e6062914a9c72c718391472d7418c9f9d2faf022
grandioso,grandioso,magnificent,adj,magnificent (masculine),"manner,quality",,,m,s,,,False,False,False,,,,,variable adjective,È un concerto grandioso.,It is a magnificent concert.,d599483851ea81591a79c9733024732bac686a6627ebd15a96b5d19859466568,b5cd8f2c831e705d5a0ceed0413772627d4ecd96c09822b68ccdca91510ce37b
grandiosa,grandioso,magnificent,adj,magnificent (feminine),"manner,quality",,,f,s,,,False,False,False,,,,,feminine form,È una festa grandiosa.,It is a magnificent party.,cbf80a454b3375aefae81a69b14437ccbc183ee88cfaee30e293477a5bee093a,efd58e496c97e8c9f09171314678c8bb8079761cc79c0092e61f987f08809691
grandiosi,grandioso,magnificent,adj,magnificent (masculine plural),"manner,quality",,,m,p,,,False,False,False,,,,,masculine plural form,Sono progetti grandiosi.,They are magnificent projects.,054362a0299290e02a165b8f10fe20d30c1546d5c3a9e256b6fd99bd2a4da7ec,1601e44b12952d35e61dd1d9eaf13f87ec9f3f98fb7906555767a38713a42efe
grandiose,grandioso,magnificent,adj,magnificent (feminine plural),"manner,quality",,,f,p,,,False,False,False,,,,,feminine plural form,Sono idee grandiose.,They are magnificent ideas.,4c6d365adfd2d30a6b7012bd658750f47346948956d07a26d5377a7d59e41a42,36cfa7ae7110589b6806f6543915499aecd3270a2e00bfc6ed91b49bfb2c3554
impiccato,impiccato,hanged,adj,hanged (masculine),"crime,people",,,m,s,,,False,False,False,,,,,used adjectivally from past participle,Vedo un quadro con un uomo impiccato.,I see a painting with a hanged man.,2de17d9ac72dbebc5df6a4f5d4c3742e5dddc6e026a824113898ce2667e42737,d67d1009d4d035a03f2fedbd49be74d68a6eeecf0e4ce316d9053459d9b289af
impiccata,impiccato,hanged,adj,hanged (feminine),"crime,people",,,f,s,,,False,False,False,,,,,,Vedo una donna impiccata nella scena.,I see a hanged woman in the scene.,bfa1ad8bd7a6624c16ee32b752f5941cdd8a3dcf2beceb77912c86cb96c61ca0,a8351bfdd3fb436eff7a96737346cd115e8f60c10b72532b8d262afc05b261ef
impiccati,impiccato,hanged,adj,hanged (masculine plural),"crime,people",,,m,p,,,False,False,False,,,,,,Mostrano prigionieri impiccati.,They show hanged prisoners.,1aa3f31098694bb3fadb863529f272420deb69f07e5a041444e0715bb548db75,f50e9c3aa7cbba1b96cb86e322979ee99dc66157fa2cdb0d52eebf165e989272
impiccate,impiccato,hanged,adj,hanged (feminine plural),"crime,people",,,f,p,,,False,False,False,,,,,,Parlano di streghe impiccate.,They talk about hanged witches.,6928e0f0ed632dfce725e38f4dde3c9040decda25d0b2c21ff45e7efd8805493,17dcf25f8f0aa470795e2ea2605b689dbd995fb59455db95c041926cf9318f86
imponente,imponente,imposing,adj,imposing (masculine),"appearance,quality",,,m,s,,,False,False,False,,,,,two-ending adjective (-e/-i),Il castello imponente domina la valle.,The imposing castle dominates the valley.,518d459cb4ebd99025fd0ae665cecbcf7edfe57f5f8284b3a4485e272ff817fe,f23e2bee463d6c1274d088e947ec72cc46fea6e7ffbd3856fca90b153ba753e8
imponente,imponente,imposing,adj,imposing (feminine),"appearance,quality",,,f,s,,,False,False,False,,,,,,Una montagna imponente appare all'orizzonte.,An imposing mountain appears on the horizon.,518d459cb4ebd99025fd0ae665cecbcf7edfe57f5f8284b3a4485e272ff817fe,0e092ea629e709fe0632bf0181dafcf5061cc05b2b3c7989b5e874eb37c98b6e
imponenti,imponente,imposing,adj,imposing (masculine plural),"appearance,quality",,,m,p,,,False,False,False,,,,,,Palazzi imponenti circondano la piazza.,Imposing buildings surround the square.,af1f487e6a9f9f4cec39be4f83c69833b59e58fd640c71a9b5db870beba10f15,fceb967aa79f9db9432db63b97f80b18f161c4e5263a612703e99d75f62c8998
imponenti,imponente,imposing,adj,imposing (feminine plural),"appearance,quality",,,f,p,,,False,False,False,,,,,,Le statue imponenti attirano i turisti.,The imposing statues attract tourists.,af1f487e6a9f9f4cec39be4f83c69833b59e58fd640c71a9b5db870beba10f15,8aef9b486bbd28e8bc90ef0d510261b02efb5f57393948194579662148c43627
impopolare,impopolare,unpopular,adj,unpopular (masculine),"opinion,quality",,,m,s,,,False,False,False,,,,,same singular form for both genders,Il piano è impopolare.,The plan is unpopular.,762da89befa9d5bc2782e4b86a86ae51d79507fdac4abfc1aeaeb94f795d981d,5d7c4af034e8d17b72330777f98a6cff4e9d4c89e470f03fe7e6ab01de5e7b39
impopolare,impopolare,unpopular,adj,unpopular (feminine),"opinion,quality",,,f,s,,,False,False,False,,,,,same singular form for both genders,La misura è impopolare.,The measure is unpopular.,762da89befa9d5bc2782e4b86a86ae51d79507fdac4abfc1aeaeb94f795d981d,b0fd99ee0a1015ca33b1ce69add582b7ec770e1ac774091705177c2e6b7faec3
impopolari,impopolare,unpopular,adj,unpopular (masculine plural),"opinion,quality",,,m,p,,,False,False,False,,,,,,I tagli sono impopolari.,The cuts are unpopular.,ce014e3346fb3fbbbd5ed5ccad3ad603530a086c8e204b527b6a7375201abb74,43aeaec5a8e98ef6627db0b5647a624919df81861d13a66f75b61de732da500a
impopolari,impopolare,unpopular,adj,unpopular (feminine plural),"opinion,quality",,,f,p,,,False,False,False,,,,,,Le regole sono impopolari.,The rules are unpopular.,ce014e3346fb3fbbbd5ed5ccad3ad603530a086c8e204b527b6a7375201abb74,75c1acca0a16f7a7ef35f4cce02bd4c93c0d9d92540ea0384e8c70f6a37fcae3
inchiodato,inchiodato,nailed,adj,nailed (masculine),"construction,quality",,,m,s,,,False,False,False,,,,,participle used as adjective,Il battiscopa è inchiodato.,The baseboard is nailed.,7c371cd334aa028eb1f4ff92b4426959d4d3dd50a5a36424c3e981cb705a15e1,cd36b008ae20edb8fe727d5a06b42f45173c4ed13766368eb4639a6cd03b60ae
inchiodata,inchiodato,nailed,adj,nailed (feminine),"construction,quality",,,f,s,,,False,False,False,,,,,participle used as adjective,La cassa è inchiodata.,The crate is nailed.,44508bde96f5363a571a65bbe1452425c1977dbaefbd7039987b482d23119c64,383e1f6f6b5e73407f214365d3593f3eda476bb7abce2fdc949c949e06a6f0eb
inchiodati,inchiodato,nailed,adj,nailed (masculine plural),"construction,quality",,,m,p,,,False,False,False,,,,,participle used as adjective,I listelli sono inchiodati.,The slats are nailed.,65f13d31dde1a2845ab54910cfd2d8028e4e1712b4b3f90ad647c4316fb40811,5979dbb3041e717b3ff6dd4558d37745012107e681246d9fd23f61175f25cb64
inchiodate,inchiodato,nailed,adj,nailed (feminine plural),"construction,quality",,,f,p,,,False,False,False,,,,,participle used as adjective,Le assi sono inchiodate.,The boards are nailed.,9f7c6ea9b9096aac852f18d3a36e885b0b5bd4a9bed2dd66b6b8979e4cd3e3b0,0a552cd00940be25f2906a3c86f5c10e62eb51f4944424b7de0976655b1f222c
incolto,incolto,uncultivated,adj,uncultivated (masculine),"appearance,quality",,,m,s,,,False,False,False,,,,,also used as unkempt for hair or beard,Il giardino è incolto.,The garden is uncultivated.,7889c460f37b8280a85db710b2c6d4f515487e8344fa28bc056f2bdcc32f19fc,351e55f327cca96324decbb5e611e6bf24367d66d1673b8928847439e63d1c01
incolta,incolto,uncultivated,adj,uncultivated (feminine),"appearance,quality",,,f,s,,,False,False,False,,,,,,La barba è incolta.,The beard is unkempt.,47f1768ccf7ebd3fe03b740c518ed814cf1a5361698c65dc2187e26b3f1d17e5,2bcaceb8447b4f8c0744464d4298688b9b621ec2a914ca9ffe60b001ca5704d1
incolti,incolto,uncultivated,adj,uncultivated (masculine plural),"appearance,quality",,,m,p,,,False,False,False,,,,,,I campi sono incolti.,The fields are uncultivated.,8ba8444a5bb9a97c5ce07277504580ede62a8ee494280cf54a00267fea5ff322,b23d9becab1d4eda99b684f2f367c58f5ef8a2be352d95d6c2c42c277a6fb824
incolte,incolto,uncultivated,adj,uncultivated (feminine plural),"appearance,quality",,,f,p,,,False,False,False,,,,,,Le siepi sono incolte.,The hedges are unkempt.,7b58863003d779bb55da978a9ea7086afe068d303fd29937e4a7a30340463760,9125acd3d78f6ea6c4a207679114418e7efb84ac01d63b105db9b88defe72b09
locale,locale,local,adj,local (masculine),place,,,m,s,,,False,False,False,,,,,2-form adjective; singular same for both genders,Compro vino locale.,I buy local wine.,2b24b41c5f98eeef1550405bc37d827903dcdbe1037ba5783b32c814b664eb2b,a9b57fde24e32ca4821315d198e1a47c5b4a781f4b1ed9759c91a3d3a7ba435e
locale,locale,local,adj,local (feminine),place,,,f,s,,,False,False,False,,,,,,Assaggio cucina locale.,I taste local cuisine.,2b24b41c5f98eeef1550405bc37d827903dcdbe1037ba5783b32c814b664eb2b,14b56d28eacb52b03786981563f48c9c2df257c646907fabddb551428bb85372
locali,locale,local,adj,local (masculine plural),place,,,m,p,,,False,False,False,,,,,,Preferisco prodotti locali.,I prefer local products.,924f345c0dd6ba9949584b786a1e8de06f98ae4777cc7bd39de9477a0233aac2,138ffd20bd42dd47c95dec6050715852ca3b4cb9caf4600b3d243da85a294c68
locali,locale,local,adj,local (feminine plural),place,,,f,p,,,False,False,False,,,,,,Amo le specialità locali.,I love local specialties.,924f345c0dd6ba9949584b786a1e8de06f98ae4777cc7bd39de9477a0233aac2,b64478518166bba0c906e37c72b1c16e283b137f4e494c453e002062fbb1a544
lontano,lontano,far,adj,far (masculine),"space,description",,,m,s,,,False,False,False,,,,,,Questo posto è lontano.,This place is far away.,ed2d855d2ba8d64a678779b759e4cf7f0fc948464cf57d8d22d86f99b1948533,e78ebde11fc44555ab1e3a0b7be38201f9dd9abdd25b904fb0b6247e22494996
lontana,lontano,far,adj,far (feminine),"space,description",,,f,s,,,False,False,False,,,,,,La città è lontana.,The city is far away.,a6d92595ac1507ff481f76aff0b76980250e8db7dbf50fdaf4b3f402fbb3dfc7,88d68f9d77d4c650e13f174546fd939b1c863f0a2622b0db0b9dc297833e98f2
lontani,lontano,far,adj,far (masculine plural),"space,description",,,m,p,,,False,False,False,,,,,,Quei villaggi sono lontani.,Those villages are far away.,029fbce86f9dd1f9eacf7bd772f0da256129a8b80e64077c800a6e6a2026ce02,c6924154f71044886c0c0c325a5678a2a0e40b91225ad8b43e16565aac722aa1
lontane,lontano,far,adj,far (feminine plural),"space,description",,,f,p,,,False,False,False,,,,,,Le mete sono lontane.,The destinations are far away.,f51364ecf119edd3c448eb73f059255119ef7e9c6f441435b6052b2f6e81b8c6,88ef02b5e72d37731455d3d8e09361bf4c2352d550781c0fe5c3437c16f10ee9
lungo,lungo,long/along,adj,long (masculine),"description,movement",,,m,s,,,False,False,False,,,,,plural adds h to keep hard g,Il viaggio è lungo.,The trip is long.,d4215401a1600849c4348d23780d08f2f3534a2e569ef9479e0e995b3f04354f,2965519eb76419d079980feb65c037f1558019b291f170d3c759ba4fb5cade83
lunga,lungo,long/along,adj,long (feminine),"description,movement",,,f,s,,,False,False,False,,,,,,La strada è lunga.,The road is long.,b3dd908e636fe44d5da4aa568c259ec85e125386532f666bfc3f45f4c8eac47a,a72d49c1ca47381f39e1c2aec8fe9b4034da814f5b6a3c2b9fbb6f031ac9146f
lunghi,lungo,long/along,adj,long (masculine plural),"description,movement",,,m,p,,,False,False,False,,,,,,I film sono lunghi.,The films are long.,3209c65f5549868507aad43b74cd68e4dd83f98aab5e027d40144ffa4772945c,5750bba8a80c06e9ebfaaf48c9d7053ee529c443e9c81402631cf351864db975
lunghe,lungo,long/along,adj,long (feminine plural),"description,movement",,,f,p,,,False,False,False,,,,,,Le notti estive sono lunghe.,Summer nights are long.,b2c1c5461ceda8a17ea23dcc1ad3446596bb75905fb2a2e6ee4a70a46f14c82e,cd5527bacc5dc7812cf618485c4826bbc0b3c914d79f2089f7ba58c93af9c2a5
malcelato,malcelato,ill-concealed,adj,ill-concealed (masculine),"manner,quality",,,m,s,,,False,False,False,,,,,formal register,Provo un fastidio malcelato.,I feel an ill-concealed annoyance.,f71d52e13de632c525b2d2a697d721614a59f4d0a4602f90626de9abf92c0e19,0a5e3d57beb5cc6da68c0eef7fc5c3eeb181f1afd208c47f226481a8ef7871e9
malcelata,malcelato,ill-concealed,adj,ill-concealed (feminine),"manner,quality",,,f,s,,,False,False,False,,,,,formal register,Una rabbia malcelata emerge.,An ill-concealed anger emerges.,fbbc1e5e6fbd6da09ef9f3e94cbc7651a65225d01ea880039341ae6ab1933ff1,e8b41c28b2366ad9f92f92ca60d8e5e58376d262c08c13b2012508120f81790c
malcelati,malcelato,ill-concealed,adj,ill-concealed (masculine plural),"manner,quality",,,m,p,,,False,False,False,,,,,formal register,Sospetti malcelati circolano.,Ill-concealed suspicions circulate.,13df493fd77e28b94d90402fb8871ae9b5856585e7fb291301f0b3e51d6b8d5b,3263dc467c579681336e7ebb56246666c670f1afaf1d437e370534096e9b63df
malcelate,malcelato,ill-concealed,adj,ill-concealed (feminine plural),"manner,quality",,,f,p,,,False,False,False,,,,,formal register,Intenzioni malcelate si notano.,Ill-concealed intentions are noticeable.,4b9827191dc0573685aeabdeff833dd10c31a40f313ec96b20a99287a68312db,5c263144f319ea0a4e112ca4063921eef1f96ca3c7c5252d4a7b20e1f816a4a1
mezzo,mezzo,half,adj,half (masculine),"quantity,fraction",,,m,s,,,False,False,False,,,,,variable adjective,Prendo mezzo litro.,I take half a liter.,3f35da06ab8fab7424ca9272f7b112acbe0a037e34ab5ed60854497774120c89,8b7ad069f9bcc20990771a1f0dcf3d91232b14108d5913362bc9846a75e98bd6
mezza,mezzo,half,adj,half (feminine),"quantity,fraction",,,f,s,,,False,False,False,,,,,,Mangio mezza pizza.,I eat half a pizza.,bf2ba6caa26d1817d542ef0371554742dcb1b3160868fdaa527a5edcf72563ed,161a5c4ba689a3f05fb3954132478fe3327fbefb27dca5e9f673d14f86d2fbff
mezzi,mezzo,half,adj,half (masculine plural),"quantity,fraction",,,m,p,,,False,False,False,,,,,often in expression senza mezzi termini,Non parlo con mezzi termini.,I do not speak with half measures.,0a50eee5b127f34d9d7adb81c398fa532ae1920bd65ebef746081f3a12de6de3,d52f486a9be909362a0a1afc1688ceb2f1dd8aba69a07e056b870fd6e488b012
mezze,mezzo,half,adj,half (feminine plural),"quantity,fraction",,,f,p,,,False,False,False,,,,,common in phrase mezze misure,Basta con mezze misure.,Enough with half measures.,ace5cce52258821adf01eb7d977d6f752f26c58e974c384130c229162d283a0c,17ee774a29e3f4ccced8c8790ade59bba982b756a3ed3d9b40600ad0f5eeab4f
naturale,naturale,natural,adj,natural (masculine),"nature,quality",,,m,s,,,False,False,False,,,,,singular form is the same for masculine and feminine; plural ends in -i,È un gusto naturale.,It is a natural flavor.,a7299386a3a56c61054dce22059b06cc92d7e3510f97daaec69b09866c07b204,5aef29131bfb09931519612c078900ffe31378d90ad538c40de22cbe6afbbc99
naturale,naturale,natural,adj,natural (feminine),"nature,quality",,,f,s,,,False,False,False,,,,,singular form is the same for masculine and feminine; plural ends in -i,È una scelta naturale.,It is a natural choice.,a7299386a3a56c61054dce22059b06cc92d7e3510f97daaec69b09866c07b204,ed9da75021a907773b0bfee29b33b9e901f46917fe763695acaad17bb184a832
naturali,naturale,natural,adj,natural (masculine plural),"nature,quality",,,m,p,,,False,False,False,,,,,plural form in -i,Preferisco prodotti naturali.,I prefer natural products.,eed6d967913ea1755af9e68a6264316d5669bf747d21f11638895e229a841990,45fd01092cec670215262b9dba376bab6425e4358bc2ca49414758b20181cd97
naturali,naturale,natural,adj,natural (feminine plural),"nature,quality",,,f,p,,,False,False,False,,,,,plural form in -i,Uso fibre naturali.,I use natural fibers.,eed6d967913ea1755af9e68a6264316d5669bf747d21f11638895e229a841990,74d249fe246a30998313ac5e499ea2104cb8f7aa2f15fb4ef47c76f77a7e457f
nuovo,nuovo,new,adj,new (masculine),"quality,description",,,m,s,,,False,False,False,,,,,variable adjective,Questo telefono è nuovo.,This phone is new.,9ca4e87e9b2bca301efdd8121c5e932a9e435af99920842212fc6ce2a8ccdf58,3c36a3d70d896d68a1d53db1fee670b097e54cf24ada5162a55063aa17e80aea
nuova,nuovo,new,adj,new (feminine),"quality,description",,,f,s,,,False,False,False,,,,,variable adjective,La casa è nuova.,The house is new.,bfd0e0ca7640a6cc1134e8db11bc63bd252b05291c4a10e7526ec1917aaeb081,3825ef558417a7f4f194480dd681c06ef803f3f4e947751b8860a84ec98985bf
nuovi,nuovo,new,adj,new (masculine plural),"quality,description",,,m,p,,,False,False,False,,,,,variable adjective,Ho comprato dei libri nuovi.,I bought new books.,d339adf413415b6f804fd48925d1f83ae1a594b5e446e44f7e23b61dbdd23ed5,b0d0c662fef5a5eaf3c6ccaae6e4cbaaae89ab517cb30fe93ac07d52ae11e2d7
nuove,nuovo,new,adj,new (feminine plural),"quality,description",,,f,p,,,False,False,False,,,,,variable adjective,Cerco idee nuove.,I am looking for new ideas.,294a53a3e22d9f9951305ad8fa90a82ce5343b1915547ef07856aeaeaac914c1,3903ecddf532e0c859ee8453b32cee55f0ffc2d4ff5281244e3e041a7100dfd9
orario,orario,hourly,adj,hourly (masculine),"time,work",,,m,s,,,False,False,False,,,,,,Il costo orario è aumentato.,The hourly cost has increased.,2450d091a8cc70c0fea84018f266880224b3483fda2dde5659f978b7c09a765f,2586d118d2bb7362d1efd3096cab936dbb6c610fd30b2e0111938e588bc3be59
oraria,orario,hourly,adj,hourly (feminine),"time,work",,,f,s,,,False,False,False,,,,,,La paga oraria è buona.,The hourly pay is good.,14826dc1cadf609b28fcadb3873fc78d9c268c160de57d6e1b05621c2b7d529c,1b42786bbb6d63ff93b0b4a761cda9554c1629314eb959a9f85b74b14d41a1ac
orari,orario,hourly,adj,hourly (masculine plural),"time,work",,,m,p,,,False,False,False,,,,,,Abbiamo limiti orari.,We have hourly limits.,d9cc2796367e03493eb0716f120b053715537b5029128e67950af098a08be2d2,64487eb74da6c8581a8e83bad366a1be2cf24c35d640519c178706d0762e17e6
orarie,orario,hourly,adj,hourly (feminine plural),"time,work",,,f,p,,,False,False,False,,,,,,Le tariffe orarie sono indicate.,The hourly rates are listed.,b12455c12a254676da209279ef1c0144b996ecbab70d3be84aece968bc9fc609,5e0bd0ac7c55fcdeb4a3511d85a1e1f4ac800a32426ef70e4450b86ac295781a
