term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
serale,serale,evening,adj,evening (masculine),"time,description",,,m,s,,,False,False,False,,,,,adjective in -e same singular form for masculine and feminine,Seguo un corso serale.,I attend an evening course.,,
serale,serale,evening,adj,evening (feminine),"time,description",,,f,s,,,False,False,False,,,,,agrees with feminine nouns,Faccio la routine serale.,I do the evening routine.,,
serali,serale,evening,adj,evening (masculine plural),"time,description",,,m,p,,,False,False,False,,,,,plural form,Frequento corsi serali.,I attend evening courses.,,
serali,serale,evening,adj,evening (feminine plural),"time,description",,,f,p,,,False,False,False,,,,,plural form with feminine nouns,Le lezioni serali iniziano alle sette.,The evening lessons start at seven.,,
sgarbato,sgarbato,rude,adj,rude (masculine),"character,behavior",,,m,s,,,False,False,False,,,,,,Lui è sgarbato con tutti.,He is rude with everyone.,,
sgarbata,sgarbato,rude,adj,rude (feminine),"character,behavior",,,f,s,,,False,False,False,,,,,,La cameriera è sgarbata.,The waitress is rude.,,
sgarbati,sgarbato,rude,adj,rude (masculine plural),"character,behavior",,,m,p,,,False,False,False,,,,,,Sono sgarbati con i clienti.,They are rude with the customers.,,
sgarbate,sgarbato,rude,adj,rude (feminine plural),"character,behavior",,,f,p,,,False,False,False,,,,,,Le ragazze sono sgarbate oggi.,The girls are rude today.,,
silenzioso,silenzioso,quiet,adj,quiet (masculine),"descriptions,sound",,,m,s,,,False,False,False,,,,,,Il quartiere è silenzioso.,The neighborhood is quiet.,,
silenziosa,silenzioso,quiet,adj,quiet (feminine),"descriptions,sound",,,f,s,,,False,False,False,,,,,,La biblioteca è silenziosa.,The library is quiet.,,
silenziosi,silenzioso,quiet,adj,quiet (masculine plural),"descriptions,sound",,,m,p,,,False,False,False,,,,,,I vicini sono silenziosi.,The neighbors are quiet.,,
silenziose,silenzioso,quiet,adj,quiet (feminine plural),"descriptions,sound",,,f,p,,,False,False,False,,,,,,Le aule sono silenziose.,The classrooms are quiet.,,
sinistro,sinistro,left,adj,left (masculine),"directions,description",,,m,s,,,False,False,False,,,,,also used figuratively as sinister,Il lato sinistro è bloccato.,The left side is blocked.,,
sinistra,sinistro,left,adj,left (feminine),"directions,description",,,f,s,,,False,False,False,,,,,,La mano sinistra fa male.,The left hand hurts.,,
sinistri,sinistro,left,adj,left (masculine plural),"directions,description",,,m,p,,,False,False,False,,,,,,I lati sinistri sono stretti.,The left sides are narrow.,,
sinistre,sinistro,left,adj,left (feminine plural),"directions,description",,,f,p,,,False,False,False,,,,,,Le corsie sinistre sono libere.,The left lanes are clear.,,
snob,snob,snob,adj,snobbish (masculine),"people,character",,,m,s,,,False,False,False,,,,,invariable adjective; same form for all genders and numbers,Uno stile snob non mi piace.,I do not like a snobbish style.,,
snob,snob,snob,adj,snobbish (feminine),"people,character",,,f,s,,,False,False,False,,,,,invariable adjective; same form for all genders and numbers,Una festa snob è noiosa.,A snobbish party is boring.,,
snob,snob,snob,adj,snobbish (masculine plural),"people,character",,,m,p,,,False,False,False,,,,,invariable adjective; same form for all genders and numbers,Gusti snob diventano ridicoli.,Snobbish tastes become ridiculous.,,
snob,snob,snob,adj,snobbish (feminine plural),"people,character",,,f,p,,,False,False,False,,,,,invariable adjective; same form for all genders and numbers,Abitudini snob stancano.,Snobbish habits get tiresome.,,
spalancato,spalancato,wide open,adj,wide open (masculine),"home,state",,,m,s,,,False,False,False,,,,,from past participle of 'spalancare',Il portone è spalancato.,The gate is wide open.,,
spalancata,spalancato,wide open,adj,wide open (feminine),"home,state",,,f,s,,,False,False,False,,,,,from past participle of 'spalancare',La finestra è spalancata.,The window is wide open.,,
spalancati,spalancato,wide open,adj,wide open (masculine plural),"home,state",,,m,p,,,False,False,False,,,,,from past participle of 'spalancare',Gli occhi sono spalancati.,The eyes are wide open.,,
spalancate,spalancato,wide open,adj,wide open (feminine plural),"home,state",,,f,p,,,False,False,False,,,,,from past participle of 'spalancare',Le porte sono spalancate.,The doors are wide open.,,
spesso,spesso,thick,adj,thick (masculine),"quality,physical",,,m,s,,,False,False,False,,,,,,Il vetro è spesso.,The glass is thick.,,
spessa,spesso,thick,adj,thick (feminine),"quality,physical",,,f,s,,,False,False,False,,,,,,La coperta è spessa.,The blanket is thick.,,
spessi,spesso,thick,adj,thick (masculine plural),"quality,physical",,,m,p,,,False,False,False,,,,,,Questi muri sono spessi.,These walls are thick.,,
spesse,spesso,thick,adj,thick (feminine plural),"quality,physical",,,f,p,,,False,False,False,,,,,,Le pareti sono spesse.,The walls are thick.,,
steso,steso,stretched out,adj,stretched out (masculine),"state,appearance",,,m,s,,,False,False,False,,,,,past participle used adjectivally,È steso sul divano.,He is lying on the couch.,,
stesa,steso,stretched out,adj,stretched out (feminine),"state,appearance",,,f,s,,,False,False,False,,,,,past participle used adjectivally,Lei è stesa sul tappeto.,She is lying on the rug.,,
stesi,steso,stretched out,adj,stretched out (masculine plural),"state,appearance",,,m,p,,,False,False,False,,,,,past participle used adjectivally,I panni sono stesi.,The laundry is hung up.,,
stese,steso,stretched out,adj,stretched out (feminine plural),"state,appearance",,,f,p,,,False,False,False,,,,,past participle used adjectivally,Le carte sono stese sul tavolo.,The cards are laid out on the table.,,
stesso,stesso,same,adj,same (masculine),"core,identity",,,m,s,,,False,False,False,,,,,variable adjective; agrees with noun,È lo stesso problema.,It is the same problem.,,
stessa,stesso,same,adj,same (feminine),"core,identity",,,f,s,,,False,False,False,,,,,variable adjective; agrees with noun,Abbiamo la stessa età.,We have the same age.,,
stessi,stesso,same,adj,same (masculine plural),"core,identity",,,m,p,,,False,False,False,,,,,variable adjective; agrees with noun,Hanno gli stessi interessi.,They have the same interests.,,
stesse,stesso,same,adj,same (feminine plural),"core,identity",,,f,p,,,False,False,False,,,,,variable adjective; agrees with noun,Sono nelle stesse condizioni.,They are in the same conditions.,,
strano,strano,strange,adj,strange (masculine),"description,quality",,,m,s,,,False,False,False,,,,,,È un film strano.,It is a strange movie.,,
strana,strano,strange,adj,strange (feminine),"description,quality",,,f,s,,,False,False,False,,,,,,Che storia strana!,What a strange story!,,
strani,strano,strange,adj,strange (masculine plural),"description,quality",,,m,p,,,False,False,False,,,,,,Ho sogni strani.,I have strange dreams.,,
strane,strano,strange,adj,strange (feminine plural),"description,quality",,,f,p,,,False,False,False,,,,,,Dicono cose strane.,They say strange things.,,
teatrale,teatrale,theatrical,adj,theatrical (masculine),"arts,quality",,,m,s,,,False,False,False,,,,,,Il tono è teatrale.,The tone is theatrical.,,
teatrale,teatrale,theatrical,adj,theatrical (feminine),"arts,quality",,,f,s,,,False,False,False,,,,,,La scena è teatrale.,The scene is theatrical.,,
teatrali,teatrale,theatrical,adj,theatrical (masculine plural),"arts,quality",,,m,p,,,False,False,False,,,,,,I gesti sono teatrali.,The gestures are theatrical.,,
teatrali,teatrale,theatrical,adj,theatrical (feminine plural),"arts,quality",,,f,p,,,False,False,False,,,,,,Le scene sono teatrali.,The scenes are theatrical.,,
terribile,terribile,terrible,adj,terrible (masculine),"quality,emotion",,,m,s,,,False,False,False,,,,,adjective in -e; same singular form for masculine and feminine,È un film terribile.,It is a terrible movie.,,
terribile,terribile,terrible,adj,terrible (feminine),"quality,emotion",,,f,s,,,False,False,False,,,,,adjective in -e; same singular form for masculine and feminine,È una situazione terribile.,It is a terrible situation.,,
terribili,terribile,terrible,adj,terrible (masculine plural),"quality,emotion",,,m,p,,,False,False,False,,,,,adjective in -e; plural -i for both genders,Sono problemi terribili.,They are terrible problems.,,
terribili,terribile,terrible,adj,terrible (feminine plural),"quality,emotion",,,f,p,,,False,False,False,,,,,adjective in -e; plural -i for both genders,Le notizie sono terribili.,The news is terrible.,,
ultimo,ultimo,last,adj,last (masculine),"order,time",,,m,s,,,False,False,False,,,,,,Sono ultimo in fila.,I am last in line.,,
ultima,ultimo,last,adj,last (feminine),"order,time",,,f,s,,,False,False,False,,,,,,Sono ultima in fila.,I am last in line.,,
ultimi,ultimo,last,adj,last (masculine plural),"order,time",,,m,p,,,False,False,False,,,,,,Siamo ultimi in classifica.,We are last in the standings.,,
ultime,ultimo,last,adj,last (feminine plural),"order,time",,,f,p,,,False,False,False,,,,,,Siamo ultime in fila.,We are last in line.,,
umido,umido,humid/damp,adj,humid/damp (masculine),"weather,quality",,,m,s,,,False,False,False,,,,,,Il clima è umido oggi.,The climate is humid today.,,
umida,umido,humid/damp,adj,humid/damp (feminine),"weather,quality",,,f,s,,,False,False,False,,,,,,La stanza è umida.,The room is damp.,,
umidi,umido,humid/damp,adj,humid/damp (masculine plural),"weather,quality",,,m,p,,,False,False,False,,,,,,I muri sono umidi.,The walls are damp.,,
umide,umido,humid/damp,adj,humid/damp (feminine plural),"weather,quality",,,f,p,,,False,False,False,,,,,,Le notti sono umide.,The nights are humid.,,
vasto,vasto,vast,adj,vast (masculine),"size,quality",,,m,s,,,False,False,False,,,,,,Un territorio vasto attira esploratori.,A vast territory attracts explorers.,,
vasta,vasto,vast,adj,vast (feminine),"size,quality",,,f,s,,,False,False,False,,,,,,Abbiamo attraversato una pianura vasta.,We crossed a vast plain.,,
vasti,vasto,vast,adj,vast (masculine plural),"size,quality",,,m,p,,,False,False,False,,,,,,Amo i deserti vasti.,I love vast deserts.,,
vaste,vasto,vast,adj,vast (feminine plural),"size,quality",,,f,p,,,False,False,False,,,,,,Le foreste vaste sono affascinanti.,Vast forests are fascinating.,,
vecchio,vecchio,old,adj,old (masculine),"quality,age",,,m,s,,,False,False,False,,,,,,Questo libro è vecchio.,This book is old.,,
vecchia,vecchio,old,adj,old (feminine),"quality,age",,,f,s,,,False,False,False,,,,,,La casa è vecchia.,The house is old.,,
vecchi,vecchio,old,adj,old (masculine plural),"quality,age",,,m,p,,,False,False,False,,,,,,Quei telefoni sono vecchi.,Those phones are old.,,
vecchie,vecchio,old,adj,old (feminine plural),"quality,age",,,f,p,,,False,False,False,,,,,,Le sedie sono vecchie.,The chairs are old.,,
vicino,vicino,near,adj,near (masculine),"space,proximity",,,m,s,,,False,False,False,,,,,variable adjective,Il bar vicino è chiuso.,The nearby bar is closed.,,
vicina,vicino,near,adj,near (feminine),"space,proximity",,,f,s,,,False,False,False,,,,,,La farmacia vicina è aperta.,The nearby pharmacy is open.,,
vicini,vicino,near,adj,near (masculine plural),"space,proximity",,,m,p,,,False,False,False,,,,,,I paesi vicini sono belli.,The nearby towns are beautiful.,,
vicine,vicino,near,adj,near (feminine plural),"space,proximity",,,f,p,,,False,False,False,,,,,,Le città vicine sono care.,The nearby cities are expensive.,,
a volte,a volte,sometimes,adv,sometimes,"time,frequency",,,n/a,n/a,,,False,False,False,,,,,,A volte mi sveglio presto.,Sometimes I wake up early.,,
allora,allora,then,adv,then/at that time,"time,discourse",,,n/a,n/a,,,False,False,False,,,,,temporal meaning 'at that time',Allora vivevo a Milano.,Back then I lived in Milan.,,
altrettanto,altrettanto,as much/equally,adv,equally/likewise,"quantity,manner",,,n/a,n/a,,,False,False,False,,,,,also means 'likewise' in replies,La seconda opzione è altrettanto valida.,The second option is equally valid.,,
anche,anche,also,adv,also/too/even,"core,addition",,,n/a,n/a,,,False,False,False,,,,,can mean too or even depending on context; usually precedes the element it modifies,Viene anche Marco.,Marco is coming too.,,
ancora,ancora,still/again,adv,still/again/yet,"time,frequency",,,n/a,n/a,,,False,False,False,,,,,,Sei ancora qui?,Are you still here?,,
appena,appena,just/barely; as soon as,adv,just/barely,"time,clause",,,n/a,n/a,,,False,False,False,,,,,temporal/degree usage,Ho appena finito.,I have just finished.,,
appena appena,appena,just/barely; as soon as,adv,only just/barely,"time,clause",,,n/a,n/a,,,False,True,False,,,,,reduplicated intensifier,Era appena appena visibile.,It was only just barely visible.,,
assolutamente,assolutamente,absolutely,adv,absolutely,"degree,emphasis",,,n/a,n/a,,,False,False,False,,,,,often used with sì/no,Sono assolutamente d'accordo.,I absolutely agree.,,
bene,bene,well,adv,well,"manner,degree",,,n/a,n/a,,,False,False,False,,,,,irregular comparative is 'meglio' (separate lemma),"Sto bene, grazie.","I am well, thank you.",,
ben,bene,well,adv,well/as many as,"manner,degree",,,n/a,n/a,,,False,False,False,,,,,short form of 'bene' used before adjectives/participles/numerals,Ho aspettato ben due ore.,I waited a full two hours.,,
benissimo,bene,well,adv,very well/excellently,"manner,degree",,,n/a,n/a,,,False,True,False,,,,,absolute superlative of bene,Oggi sto benissimo.,Today I feel very well.,,
molto bene,bene,well,adv,very well,"manner,degree",,,n/a,n/a,,,False,True,False,,,,,intensified with 'molto',Hai fatto molto bene.,You did very well.,,
certo,certo,sure/certain,adv,certainly/of course,"quality,certainty",,,n/a,n/a,,,False,False,False,,,,,common as affirmative response,"Certo, vengo.","Of course, I am coming.",,
chiaramente,chiaramente,clearly,adv,clearly,"manner,clarity",,,n/a,n/a,,,False,False,False,,,,,adverb of manner,"Parla chiaramente, per favore.","Speak clearly, please.",,
più chiaramente,chiaramente,clearly,adv,more clearly,"manner,clarity",,,n/a,n/a,,,True,False,False,,,,,comparative with più,Spiegalo più chiaramente.,Explain it more clearly.,,
molto chiaramente,chiaramente,clearly,adv,very clearly,"manner,clarity",,,n/a,n/a,,,False,True,False,,,,,intensified with molto,Si vede molto chiaramente.,It is seen very clearly.,,
come,come,as/like/how,adv,how,"manner,comparison",,,n/a,n/a,,,False,False,False,,,,,interrogative/exclamative adverb,Dimmi come stai.,Tell me how you are.,,
comunque,comunque,however,adv,anyway,"discourse,contrast",,,n/a,n/a,,,False,False,False,,,,,common as sentence adverb,Vengo comunque.,I am coming anyway.,,
così,così,so,adv,so/like this/this way,"manner,logic",,,n/a,n/a,,,False,False,False,,,,,can indicate manner or degree,Fai così.,Do it like this.,,
davanti,davanti,in front,adv,in front,"place,position",,,n/a,n/a,,,False,False,False,,,,,adverb of place,Mettiti davanti.,Stand in front.,,
dentro,dentro,inside,adv,inside,"space,location",,,n/a,n/a,,,False,False,False,,,,,locative adverb,Resta dentro!,Stay inside!,,
